"id","date","movementdate","interaction","type","duration"
"60341",2018-08-05,2018-07-27,"Stray","return",0
"60341",2018-08-17,2018-08-09,"Stray","return",0
"60342",2018-07-27,2018-07-22,"Stray","return",0
"60342",2018-08-07,2018-07-27,"Stray","return",0
"60343",2018-07-27,2018-07-22,"Stray","return",0
"60343",2018-08-08,2018-07-27,"Stray","return",0
"60343",2018-10-23,2018-08-09,"Stray","return",0
"60346",2018-08-17,2018-07-31,"Stray","return",0
"60346",2018-10-11,2018-08-31,"Stray","return",0
"60346",2019-07-12,2018-10-16,"Stray","return",0
"60347",2018-08-27,2018-07-25,"Stray","return",0
"60357",2018-08-20,2018-07-23,"Allergies","return",0
"60358",2018-07-27,2018-07-23,"Stray","return",0
"60358",2019-09-10,2018-07-28,"Stray","return",0
"60361",2018-08-19,2018-08-01,"Stray","return",0
"60366",2018-09-21,2018-07-30,"Stray","return",0
"60368",2018-08-04,2018-07-26,"Stray","return",0
"60372",2018-09-18,2018-07-28,"Stray","return",0
"60373",2018-08-04,2018-07-26,"Stray","return",0
"60374",2018-08-04,2018-07-26,"Stray","return",0
"60374",2018-08-25,2018-08-07,"Incompatible with owner lifestyle","return",0
"60378",2018-09-20,2018-09-14,"Stray","return",0
"60378",2018-12-11,2018-10-02,"Incompatible with owner lifestyle","return",0
"60391",2018-08-05,2018-08-03,"Stray","return",0
"60391",2018-09-04,2018-08-05,"Stray","return",0
"60392",2018-08-05,2018-08-03,"Stray","return",0
"60392",2018-09-05,2018-08-05,"Stray","return",0
"60396",2018-09-21,2018-07-30,"Stray","return",0
"60396",2019-01-08,2018-12-09,"Stray","return",0
"60397",2018-09-21,2018-07-30,"Stray","return",0
"60408",2018-09-22,2018-09-03,"Stray","return",0
"60409",2018-09-26,2018-09-03,"Stray","return",0
"60412",2018-08-15,2018-07-31,"Stray","return",0
"60414",2018-11-15,2018-09-18,"Stray","return",0
"60416",2018-08-30,2018-08-18,"Stray","return",0
"60417",2018-12-27,2018-09-03,"Stray","return",0
"60417",2020-02-04,2018-12-30,"Stray","return",0
"60423",2018-08-14,2018-08-10,"Incompatible with owner lifestyle","return",0
"60426",2018-09-04,2018-08-23,"Stray","return",0
"60430",2018-09-11,2018-07-31,"Stray","return",0
"60443",2019-02-22,2018-08-25,"Stray","return",0
"60451",2018-09-21,2018-08-02,"Stray","return",0
"60452",2018-10-13,2018-08-02,"Stray","return",0
"60456",2018-08-31,2018-08-26,"Incompatible with owner lifestyle","return",0
"60457",2018-08-31,2018-08-26,"Incompatible with owner lifestyle","return",0
"60459",2019-08-29,2018-08-12,"DOA","return",0
"60467",2020-01-03,2018-08-24,"Incompatible with owner lifestyle","return",0
"60468",2019-02-27,2018-08-14,"Unsuitable Accommodation","return",0
"60469",2018-08-07,2018-08-05,"Stray","return",0
"60469",2018-08-30,2018-08-16,"Stray","return",0
"60471",2018-08-22,2018-08-04,"Stray","return",0
"60471",2018-09-06,2018-08-31,"Incompatible with owner lifestyle","return",0
"60472",2018-08-07,2018-08-05,"Stray","return",0
"60472",2018-09-21,2018-08-16,"Stray","return",0
"60473",2018-08-07,2018-08-05,"Stray","return",0
"60475",2018-08-07,2018-08-05,"Stray","return",0
"60475",2018-10-13,2018-08-16,"Stray","return",0
"60476",2018-08-07,2018-08-05,"Stray","return",0
"60476",2018-08-17,2018-08-16,"Stray","return",0
"60477",2018-08-22,2018-08-04,"Stray","return",0
"60478",2018-08-22,2018-08-04,"Stray","return",0
"60479",2018-08-22,2018-08-04,"Stray","return",0
"60480",2018-08-22,2018-08-04,"Stray","return",0
"60481",2018-08-21,2018-08-19,"Stray","return",0
"60488",2018-12-10,2018-08-17,"Stray","return",0
"60502",2018-09-08,2018-09-04,"Stray","return",0
"60502",2018-09-18,2018-09-12,"Unsuitable Accommodation","return",0
"60502",2018-12-19,2018-12-16,"Stray","return",0
"60503",2018-08-31,2018-08-12,"Stray","return",0
"60510",2018-12-16,2018-08-27,"Stray","return",0
"60510",2019-02-12,2019-01-02,"Incompatible with other pets","return",0
"60510",2019-06-09,2019-03-01,"Stray","return",0
"60528",2019-09-16,2018-08-10,"Return adopt - lifestyle issue","return",0
"60532",2018-09-11,2018-08-11,"Stray","return",0
"60532",2018-10-26,2018-09-13,"Stray","return",0
"60535",2018-08-11,2018-08-09,"Stray","return",0
"60536",2018-08-11,2018-08-09,"Stray","return",0
"60537",2018-08-09,2018-08-09,"Stray","return",0
"60538",2018-08-09,2018-08-09,"Stray","return",0
"60539",2018-08-11,2018-08-09,"Stray","return",0
"60546",2018-08-11,2018-08-11,"Incompatible with owner lifestyle","return",0
"60547",2018-08-23,2018-08-23,"Stray","return",0
"60547",2018-11-10,2018-10-18,"Stray","return",0
"60549",2018-08-28,2018-08-17,"Stray","return",0
"60553",2018-08-20,2018-08-18,"Incompatible with owner lifestyle","return",0
"60554",2018-10-04,2018-09-15,"Stray","return",0
"60567",2018-11-03,2018-08-12,"Stray","return",0
"60573",2018-08-31,2018-08-14,"Stray","return",0
"60574",2018-08-31,2018-08-14,"Stray","return",0
"60576",2018-09-24,2018-08-25,"Incompatible with owner lifestyle","return",0
"60597",2019-02-01,2018-08-18,"Stray","return",0
"60604",2019-02-10,2018-11-05,"Incompatible with owner lifestyle","return",0
"60605",2018-10-23,2018-08-23,"Stray","return",0
"60607",2018-08-29,2018-08-24,"Stray","return",0
"60617",2018-09-26,2018-09-22,"Stray","return",0
"60619",2018-08-29,2018-08-24,"Stray","return",0
"60619",2018-09-01,2018-08-31,"Stray","return",0
"60619",2018-09-01,2018-09-01,"Incompatible with owner lifestyle","return",0
"60632",2019-04-23,2018-08-19,"Stray","return",0
"60636",2018-10-04,2018-08-21,"Stray","return",0
"60637",2018-10-04,2018-08-21,"Stray","return",0
"60640",2018-12-07,2018-11-10,"Allergies","return",0
"60641",2018-09-14,2018-08-20,"Stray","return",0
"60648",2019-08-01,2018-08-24,"Stray","return",0
"60649",2018-09-15,2018-08-30,"Stray","return",0
"60650",2020-02-17,2018-08-24,"Moving","return",0
"60651",2018-11-16,2018-09-07,"Stray","return",0
"60653",2018-10-09,2018-09-20,"Stray","return",0
"60654",2018-10-09,2018-09-20,"Stray","return",0
"60658",2018-09-13,2018-08-22,"Stray","return",0
"60663",2019-01-28,2019-01-13,"Stray","return",0
"60669",2018-09-13,2018-08-22,"Stray","return",0
"60672",2019-11-27,2018-09-01,"Stray","return",0
"60680",2018-10-02,2018-08-29,"Stray","return",0
"60681",2018-10-02,2018-08-29,"Stray","return",0
"60683",2018-09-21,2018-09-13,"Stray","return",0
"60687",2018-11-29,2018-09-15,"Incompatible with owner lifestyle","return",0
"60695",2018-11-28,2018-10-25,"Stray","return",0
"60702",2018-09-13,2018-09-07,"Stray","return",0
"60702",2018-10-02,2018-09-16,"Stray","return",0
"60702",2018-10-18,2018-10-10,"Stray","return",0
"60702",2018-10-31,2018-10-19,"Stray","return",0
"60702",2018-11-04,2018-10-31,"Stray","return",0
"60702",2018-11-21,2018-11-04,"Stray","return",0
"60702",2018-12-03,2018-11-21,"Stray","return",0
"60702",2018-12-21,2018-12-03,"Stray","return",0
"60702",2019-01-04,2018-12-21,"Stray","return",0
"60702",2019-02-03,2019-01-04,"Stray","return",0
"60703",2018-11-14,2018-08-31,"Incompatible with owner lifestyle","return",0
"60708",2019-01-15,2018-08-28,"Stray","return",0
"60719",2018-09-02,2018-08-31,"Incompatible with owner lifestyle","return",0
"60721",2018-10-18,2018-08-30,"Stray","return",0
"60723",2018-09-14,2018-09-05,"Incompatible with owner lifestyle","return",0
"60730",2018-11-16,2018-09-06,"Incompatible with owner lifestyle","return",0
"60730",2019-02-21,2018-12-17,"Stray","return",0
"60730",2019-04-21,2019-02-21,"Stray","return",0
"60730",2019-04-28,2019-04-22,"Stray","return",0
"60730",2019-05-03,2019-04-29,"Stray","return",0
"60731",2019-03-09,2018-10-05,"Moving","return",0
"60733",2018-10-20,2018-08-27,"Stray","return",0
"60736",2018-11-01,2018-08-29,"Stray","return",0
"60739",2018-09-28,2018-09-14,"Stray","return",0
"60742",2018-10-31,2018-08-28,"Stray","return",0
"60743",2018-10-31,2018-08-28,"Stray","return",0
"60744",2018-08-30,2018-08-28,"Stray","return",0
"60745",2018-10-31,2018-08-28,"Stray","return",0
"60746",2018-10-31,2018-08-28,"Stray","return",0
"60753",2018-09-22,2018-09-12,"Stray","return",0
"60753",2018-11-24,2018-11-02,"Incompatible with owner lifestyle","return",0
"60763",2018-12-30,2018-11-17,"Stray","return",0
"60764",2018-12-30,2018-11-17,"Stray","return",0
"60766",2018-10-18,2018-08-30,"Stray","return",0
"60767",2018-10-27,2018-08-30,"Stray","return",0
"60768",2018-09-23,2018-09-22,"Stray","return",0
"60770",2018-12-22,2018-10-25,"Stray","return",0
"60773",2018-09-07,2018-08-30,"Stray","return",0
"60775",2019-05-17,2018-09-07,"Return adopt - lifestyle issue","return",0
"60779",2018-11-02,2018-09-07,"Stray","return",0
"60780",2018-11-02,2018-09-07,"Stray","return",0
"60781",2018-11-02,2018-09-07,"Stray","return",0
"60782",2018-11-02,2018-09-07,"Stray","return",0
"60783",2018-12-19,2018-11-08,"Stray","return",0
"60789",2018-09-04,2018-09-04,"Owner requested Euthanasia","return",0
"60790",2018-09-08,2018-09-08,"Landlord issues","return",0
"60790",2019-01-11,2018-11-16,"Stray","return",0
"60790",2019-03-07,2019-01-15,"Stray","return",0
"60798",2019-02-23,2018-09-07,"Incompatible with owner lifestyle","return",0
"60807",2018-09-25,2018-09-08,"Stray","return",0
"60808",2018-09-25,2018-09-08,"Stray","return",0
"60809",2018-09-25,2018-09-08,"Stray","return",0
"60815",2018-09-10,2018-09-07,"Stray","return",0
"60815",2018-09-26,2018-09-15,"Stray","return",0
"60815",2018-10-06,2018-09-26,"Stray","return",0
"60816",2018-09-10,2018-09-07,"Stray","return",0
"60816",2018-09-26,2018-09-15,"Stray","return",0
"60816",2018-10-06,2018-09-26,"Stray","return",0
"60817",2018-09-10,2018-09-07,"Stray","return",0
"60817",2018-09-26,2018-09-15,"Stray","return",0
"60817",2018-10-06,2018-09-26,"Stray","return",0
"60818",2018-09-10,2018-09-07,"Stray","return",0
"60818",2018-10-06,2018-09-15,"Stray","return",0
"60823",2018-10-11,2018-09-22,"Stray","return",0
"60827",2018-11-20,2018-09-08,"Stray","return",0
"60831",2018-10-19,2018-09-08,"Stray","return",0
"60832",2018-10-19,2018-09-08,"Stray","return",0
"60833",2018-10-19,2018-09-08,"Stray","return",0
"60834",2018-10-19,2018-09-08,"Stray","return",0
"60835",2018-10-19,2018-09-08,"Stray","return",0
"60854",2018-11-13,2018-10-20,"Stray","return",0
"60863",2019-06-10,2018-10-03,"Moving","return",0
"60869",2018-10-03,2018-09-27,"Stray","return",0
"60869",2018-11-01,2018-10-15,"Stray","return",0
"60871",2018-10-15,2018-10-05,"Allergies","return",0
"60871",2019-02-13,2018-10-17,"Stray","return",0
"60871",2019-02-22,2019-02-19,"Stray","return",0
"60871",2019-03-09,2019-02-23,"Return Adopt - Behavior","return",0
"60876",2018-10-21,2018-09-09,"Stray","return",0
"60877",2018-10-21,2018-09-09,"Stray","return",0
"60878",2018-10-21,2018-09-09,"Stray","return",0
"60879",2018-10-21,2018-09-09,"Stray","return",0
"60893",2018-09-22,2018-09-15,"Incompatible with owner lifestyle","return",0
"60894",2018-11-14,2018-09-07,"Stray","return",0
"60894",2019-04-22,2018-11-14,"Stray","return",0
"60896",2019-07-20,2018-09-20,"Stray","return",0
"60897",2018-10-20,2018-09-13,"Stray","return",0
"60899",2018-10-20,2018-09-13,"Stray","return",0
"60899",2019-01-23,2018-10-28,"Incompatible with other pets","return",0
"60900",2019-01-08,2018-12-02,"Stray","return",0
"60904",2018-10-22,2018-09-08,"Stray","return",0
"60905",2018-10-23,2018-09-08,"Stray","return",0
"60906",2018-10-23,2018-09-08,"Stray","return",0
"60907",2018-10-23,2018-09-08,"Stray","return",0
"60908",2018-10-23,2018-09-08,"Stray","return",0
"60909",2018-10-23,2018-09-08,"Stray","return",0
"60910",2018-10-22,2018-09-08,"Stray","return",0
"60911",2018-10-23,2018-09-08,"Stray","return",0
"60912",2018-09-19,2018-09-14,"Stray","return",0
"60918",2018-09-18,2018-09-17,"Unsuitable Accommodation","return",0
"60925",2019-11-19,2018-09-11,"Stray","return",0
"60927",2019-01-02,2018-12-08,"Incompatible with owner lifestyle","return",0
"60932",2018-12-17,2018-09-13,"Stray","return",0
"60934",2019-01-14,2018-12-08,"Stray","return",0
"60936",2019-09-08,2018-10-05,"Stray","return",0
"60940",2018-11-05,2018-09-15,"Stray","return",0
"60941",2018-11-05,2018-09-15,"Stray","return",0
"60942",2018-11-05,2018-09-15,"Stray","return",0
"60948",2019-04-29,2018-09-12,"Stray","return",0
"60963",2018-09-13,2018-09-13,"Biting","return",0
"60964",2018-10-15,2018-10-05,"Allergies","return",0
"60977",2018-09-26,2018-09-22,"Stray","return",0
"60978",2018-11-26,2018-09-27,"Stray","return",0
"60980",2019-05-03,2018-09-14,"Incompatible with owner lifestyle","return",0
"60982",2018-11-17,2018-09-21,"Stray","return",0
"60984",2018-12-07,2018-09-14,"Stray","return",0
"60986",2018-10-17,2018-10-12,"Stray","return",0
"60986",2018-12-11,2018-10-27,"Stray","return",0
"60993",2019-03-04,2019-01-04,"Stray","return",0
"60996",2019-05-06,2018-10-03,"Moving","return",0
"60999",2019-01-04,2018-11-28,"Stray","return",0
"61001",2019-01-11,2018-09-28,"Biting","return",0
"61011",2018-09-22,2018-09-15,"Biting","return",0
"61020",2019-02-22,2018-10-09,"Incompatible with owner lifestyle","return",0
"61023",2019-02-24,2018-10-05,"Return Adopt - Behavior","return",0
"61023",2019-05-10,2019-03-09,"Stray","return",0
"61028",2018-11-13,2018-10-06,"Stray","return",0
"61028",2019-04-27,2018-12-21,"Stray","return",0
"61030",2018-11-17,2018-09-21,"Stray","return",0
"61031",2018-10-03,2018-09-21,"Stray","return",0
"61037",2018-11-10,2018-10-14,"Biting","return",0
"61041",2018-09-20,2018-09-20,"Unsuitable Accommodation","return",0
"61050",2018-10-12,2018-09-21,"Stray","return",0
"61051",2018-10-12,2018-09-21,"Stray","return",0
"61052",2018-10-12,2018-09-21,"Stray","return",0
"61053",2018-10-12,2018-09-21,"Stray","return",0
"61059",2018-10-20,2018-09-28,"Stray","return",0
"61067",2018-12-06,2018-10-02,"Stray","return",0
"61083",2018-10-04,2018-09-26,"Stray","return",0
"61086",2019-07-13,2019-01-17,"Incompatible with owner lifestyle","return",0
"61090",2018-12-06,2018-10-02,"Stray","return",0
"61091",2018-12-06,2018-10-02,"Stray","return",0
"61092",2018-11-30,2018-10-30,"Stray","return",0
"61092",2018-12-05,2018-11-30,"Stray","return",0
"61096",2018-10-30,2018-10-11,"Moving","return",0
"61098",2018-11-13,2018-10-04,"Incompatible with owner lifestyle","return",0
"61105",2018-10-20,2018-09-28,"Stray","return",0
"61105",2020-01-07,2018-11-21,"Stray","return",0
"61107",2018-10-15,2018-10-10,"Incompatible with owner lifestyle","return",0
"61109",2018-09-27,2018-09-27,"Unsuitable Accommodation","return",0
"61121",2019-02-12,2018-11-21,"Stray","return",0
"61124",2019-10-04,2018-10-03,"Unsuitable Accommodation","return",0
"61134",2019-01-19,2018-09-29,"Stray","return",0
"61135",2019-01-19,2018-09-29,"Stray","return",0
"61136",2019-01-19,2018-09-29,"Stray","return",0
"61137",2019-01-01,2018-09-29,"Stray","return",0
"61138",2019-01-19,2018-09-29,"Stray","return",0
"61139",2019-01-19,2018-09-29,"Stray","return",0
"61144",2018-11-28,2018-09-29,"Stray","return",0
"61145",2018-11-28,2018-09-29,"Stray","return",0
"61146",2018-11-08,2018-10-12,"Stray","return",0
"61156",2018-10-23,2018-10-07,"Stray","return",0
"61156",2018-12-07,2018-10-27,"Stray","return",0
"61158",2019-02-02,2018-11-21,"Stray","return",0
"61159",2019-02-06,2018-10-12,"Moving","return",0
"61162",2018-12-21,2018-10-10,"Stray","return",0
"61163",2018-12-21,2018-10-10,"Stray","return",0
"61164",2018-12-21,2018-10-10,"Stray","return",0
"61164",2019-01-19,2018-12-21,"Stray","return",0
"61164",2019-05-04,2019-01-19,"Unable to Afford","return",0
"61165",2018-12-21,2018-10-10,"Stray","return",0
"61166",2018-10-10,2018-10-01,"Stray","return",0
"61167",2018-10-23,2018-10-07,"Stray","return",0
"61167",2018-12-07,2018-10-27,"Stray","return",0
"61174",2018-10-12,2018-10-06,"Stray","return",0
"61174",2018-12-06,2018-12-05,"Stray","return",0
"61175",2018-10-10,2018-10-06,"Stray","return",0
"61193",2018-12-15,2018-10-23,"Incompatible with owner lifestyle","return",0
"61198",2019-02-01,2018-10-25,"Stray","return",0
"61204",2019-03-08,2019-01-09,"Stray","return",0
"61204",2019-06-16,2019-03-18,"Stray","return",0
"61205",2018-12-18,2018-09-28,"Stray","return",0
"61206",2018-12-18,2018-09-28,"Stray","return",0
"61207",2018-12-14,2018-09-28,"Stray","return",0
"61208",2018-12-15,2018-09-28,"Stray","return",0
"61209",2018-12-14,2018-09-28,"Stray","return",0
"61210",2018-11-23,2018-09-28,"Stray","return",0
"61211",2018-12-14,2018-09-28,"Stray","return",0
"61214",2018-10-06,2018-10-06,"Incompatible with owner lifestyle","return",0
"61216",2019-02-12,2018-10-13,"Incompatible with owner lifestyle","return",0
"61216",2019-06-10,2019-02-13,"Incompatible with owner lifestyle","return",0
"61221",2018-10-16,2018-10-05,"Stray","return",0
"61222",2018-10-20,2018-10-05,"Stray","return",0
"61223",2019-01-08,2018-10-05,"Stray","return",0
"61224",2018-10-20,2018-10-05,"Stray","return",0
"61225",2018-11-19,2018-10-05,"Stray","return",0
"61227",2018-11-26,2018-11-20,"Stray","return",0
"61227",2019-06-04,2018-12-10,"Incompatible with owner lifestyle","return",0
"61229",2018-12-01,2018-10-25,"Stray","return",0
"61230",2018-12-21,2018-10-12,"Stray","return",0
"61233",2018-11-05,2018-11-04,"Sick/Injured","return",0
"61243",2018-12-01,2018-10-14,"Stray","return",0
"61245",2018-11-08,2018-10-12,"Stray","return",0
"61248",2018-10-24,2018-10-15,"Stray","return",0
"61249",2018-10-24,2018-10-15,"Stray","return",0
"61258",2018-11-08,2018-10-12,"Stray","return",0
"61265",2018-12-22,2018-10-20,"Stray","return",0
"61266",2018-11-21,2018-10-13,"Stray","return",0
"61269",2018-10-24,2018-10-15,"Stray","return",0
"61271",2019-01-18,2019-01-07,"Incompatible with owner lifestyle","return",0
"61271",2019-04-01,2019-02-11,"Stray","return",0
"61279",2018-11-27,2018-10-19,"Stray","return",0
"61287",2018-11-29,2018-10-17,"Incompatible with owner lifestyle","return",0
"61290",2018-11-03,2018-10-27,"Stray","return",0
"61296",2019-01-26,2018-10-13,"Stray","return",0
"61299",2019-01-26,2018-10-13,"Stray","return",0
"61300",2018-12-29,2018-10-13,"Stray","return",0
"61301",2019-01-26,2018-10-13,"Stray","return",0
"61316",2019-03-12,2018-12-11,"Stray","return",0
"61316",2020-02-16,2019-03-12,"Stray","return",0
"61322",2018-10-24,2018-10-15,"Stray","return",0
"61330",2018-10-17,2018-10-17,"Incompatible with other pets","return",0
"61338",2019-06-06,2018-10-17,"Stray","return",0
"61341",2018-11-27,2018-10-19,"Stray","return",0
"61342",2018-11-27,2018-10-19,"Stray","return",0
"61350",2018-10-22,2018-10-18,"Sick/Injured","return",0
"61350",2018-10-22,2018-10-22,"Incompatible with owner lifestyle","return",0
"61356",2018-10-24,2018-10-24,"Stray","return",0
"61362",2019-09-09,2018-10-18,"Stray","return",0
"61364",2018-11-17,2018-11-16,"Stray","return",0
"61367",2018-12-13,2018-11-10,"Stray","return",0
"61382",2018-12-06,2018-11-16,"Stray","return",0
"61383",2018-12-06,2018-11-16,"Stray","return",0
"61384",2018-12-07,2018-11-16,"Stray","return",0
"61384",2018-12-18,2018-12-08,"Stray","return",0
"61384",2018-12-20,2018-12-18,"Incompatible with owner lifestyle","return",0
"61384",2018-12-31,2018-12-20,"Stray","return",0
"61384",2019-02-01,2018-12-31,"Return Adopt - Behavior","return",0
"61384",2019-03-01,2019-02-01,"Stray","return",0
"61384",2019-03-10,2019-03-01,"Incompatible with owner lifestyle","return",0
"61384",2019-03-25,2019-03-10,"Stray","return",0
"61384",2019-04-23,2019-03-25,"Stray","return",0
"61384",2019-06-21,2019-04-26,"Stray","return",0
"61389",2018-11-30,2018-11-04,"Stray","return",0
"61390",2018-11-09,2018-10-20,"Stray","return",0
"61392",2018-10-25,2018-10-20,"Stray","return",0
"61396",2018-11-03,2018-08-12,"Stray","return",0
"61405",2018-12-14,2018-10-22,"Stray","return",0
"61407",2019-08-31,2018-10-31,"Incompatible with owner lifestyle","return",0
"61409",2018-11-14,2018-11-05,"Allergies","return",0
"61409",2018-12-11,2018-12-05,"Incompatible with owner lifestyle","return",0
"61415",2018-10-24,2018-10-23,"Stray","return",0
"61415",2018-12-12,2018-10-25,"Stray","return",0
"61415",2019-01-09,2018-12-31,"Stray","return",0
"61416",2018-10-24,2018-10-23,"Stray","return",0
"61416",2018-12-12,2018-10-25,"Stray","return",0
"61416",2019-01-09,2018-12-31,"Stray","return",0
"61417",2018-10-24,2018-10-23,"Stray","return",0
"61417",2018-12-12,2018-10-25,"Stray","return",0
"61417",2019-01-11,2018-12-31,"Stray","return",0
"61418",2018-10-24,2018-10-23,"Stray","return",0
"61418",2018-12-12,2018-10-25,"Stray","return",0
"61418",2019-01-09,2018-12-31,"Stray","return",0
"61419",2018-10-24,2018-10-23,"Stray","return",0
"61419",2018-12-12,2018-10-25,"Stray","return",0
"61419",2019-01-09,2018-12-31,"Stray","return",0
"61424",2018-11-11,2018-11-08,"Incompatible with owner lifestyle","return",0
"61438",2019-02-05,2018-12-22,"Incompatible with owner lifestyle","return",0
"61441",2018-12-11,2018-11-16,"Stray","return",0
"61442",2018-10-24,2018-10-24,"Owner Deceased","return",0
"61452",2018-11-15,2018-11-05,"Stray","return",0
"61454",2018-12-14,2018-11-30,"Stray","return",0
"61456",2018-12-14,2018-11-30,"Stray","return",0
"61458",2018-11-17,2018-10-26,"Stray","return",0
"61458",2018-11-28,2018-11-17,"Stray","return",0
"61459",2018-11-17,2018-10-26,"Stray","return",0
"61459",2018-12-15,2018-11-17,"Stray","return",0
"61460",2018-11-17,2018-10-26,"Stray","return",0
"61460",2018-12-15,2018-11-17,"Stray","return",0
"61461",2018-11-17,2018-10-26,"Stray","return",0
"61461",2018-12-15,2018-11-17,"Stray","return",0
"61461",2019-06-11,2018-12-18,"Incompatible with owner lifestyle","return",0
"61462",2018-11-17,2018-10-26,"Stray","return",0
"61462",2018-12-15,2018-11-17,"Stray","return",0
"61462",2019-08-06,2018-12-18,"Stray","return",0
"61463",2018-11-17,2018-10-26,"Stray","return",0
"61463",2018-12-15,2018-11-17,"Stray","return",0
"61464",2018-11-17,2018-10-26,"Stray","return",0
"61464",2018-12-15,2018-11-17,"Stray","return",0
"61465",2018-11-17,2018-10-26,"Stray","return",0
"61465",2018-12-15,2018-11-17,"Stray","return",0
"61465",2019-09-07,2018-12-18,"Incompatible with owner lifestyle","return",0
"61469",2018-11-08,2018-11-05,"Incompatible with owner lifestyle","return",0
"61518",2018-11-28,2018-11-18,"Biting","return",0
"61519",2018-12-27,2018-12-07,"Stray","return",0
"61523",2018-11-25,2018-11-09,"Biting","return",0
"61523",2018-12-17,2018-12-03,"Stray","return",0
"61528",2019-01-27,2018-11-09,"Stray","return",0
"61528",2019-02-15,2019-01-29,"Stray","return",0
"61532",2019-06-10,2018-12-14,"Moving","return",0
"61538",2018-12-18,2018-12-17,"Incompatible with other pets","return",0
"61540",2019-01-11,2018-11-18,"Stray","return",0
"61542",2019-01-25,2019-01-13,"Stray","return",0
"61542",2019-05-24,2019-01-25,"Stray","return",0
"61542",2019-07-25,2019-06-08,"Stray","return",0
"61544",2018-12-28,2018-11-08,"Stray","return",0
"61545",2018-12-02,2018-11-08,"Stray","return",0
"61545",2018-12-12,2018-12-04,"Incompatible with other pets","return",0
"61548",2019-01-10,2018-11-03,"Stray","return",0
"61548",2019-01-29,2019-01-10,"Stray","return",0
"61552",2018-11-27,2018-11-21,"Stray","return",0
"61558",2019-07-18,2018-11-19,"Stray","return",0
"61558",2020-01-09,2019-07-23,"Landlord issues","return",0
"61564",2018-11-19,2018-11-13,"Incompatible with owner lifestyle","return",0
"61565",2019-03-28,2018-11-27,"Incompatible with owner lifestyle","return",0
"61566",2019-03-28,2018-11-27,"Incompatible with owner lifestyle","return",0
"61569",2019-01-11,2018-11-30,"Stray","return",0
"61577",2018-12-20,2018-11-10,"Stray","return",0
"61578",2018-12-20,2018-11-16,"Stray","return",0
"61583",2018-12-06,2018-12-04,"Rabies Monitoring","return",0
"61588",2018-11-20,2018-11-14,"Stray","return",0
"61591",2018-12-24,2018-11-27,"Stray","return",0
"61592",2019-02-21,2019-02-20,"Return Adopt - Other","return",0
"61592",2019-10-30,2019-02-23,"Landlord issues","return",0
"61596",2018-12-22,2018-11-16,"Stray","return",0
"61597",2018-12-17,2018-12-02,"Stray","return",0
"61604",2018-12-20,2018-11-10,"Stray","return",0
"61605",2018-12-20,2018-11-10,"Stray","return",0
"61606",2019-01-16,2018-11-10,"Stray","return",0
"61607",2018-11-30,2018-11-19,"Unsuitable Accommodation","return",0
"61608",2018-12-20,2018-12-14,"Incompatible with owner lifestyle","return",0
"61614",2018-11-17,2018-11-09,"Stray","return",0
"61615",2019-01-06,2018-11-09,"Stray","return",0
"61616",2019-01-14,2018-11-09,"Stray","return",0
"61642",2019-12-28,2018-11-13,"Owner requested Euthanasia","return",0
"61645",2018-12-21,2018-11-19,"Stray","return",0
"61647",2018-12-01,2018-11-17,"Stray","return",0
"61657",2018-11-30,2018-11-28,"Stray","return",0
"61658",2019-06-08,2018-12-24,"Stray","return",0
"61659",2019-06-08,2018-12-24,"Stray","return",0
"61659",2019-08-04,2019-07-30,"Stray","return",0
"61681",2019-01-15,2018-11-30,"Stray","return",0
"61690",2018-11-27,2018-11-20,"Stray","return",0
"61691",2018-11-26,2018-11-18,"Stray","return",0
"61692",2018-11-27,2018-11-20,"Stray","return",0
"61694",2019-05-23,2018-12-01,"Incompatible with owner lifestyle","return",0
"61704",2018-12-18,2018-11-29,"Stray","return",0
"61704",2018-12-22,2018-12-20,"Stray","return",0
"61705",2018-12-18,2018-11-29,"Stray","return",0
"61705",2019-01-03,2018-12-20,"Stray","return",0
"61706",2018-12-18,2018-11-29,"Stray","return",0
"61706",2018-12-21,2018-12-20,"Stray","return",0
"61707",2018-12-18,2018-11-29,"Stray","return",0
"61707",2018-12-21,2018-12-20,"Stray","return",0
"61714",2019-03-30,2018-12-26,"Incompatible with owner lifestyle","return",0
"61715",2018-12-02,2018-11-21,"Stray","return",0
"61716",2018-12-02,2018-11-21,"Stray","return",0
"61717",2018-12-02,2018-11-21,"Stray","return",0
"61718",2018-12-02,2018-11-21,"Stray","return",0
"61719",2018-12-02,2018-11-21,"Stray","return",0
"61720",2018-12-02,2018-11-21,"Stray","return",0
"61722",2019-01-10,2018-12-06,"Stray","return",0
"61723",2018-12-22,2018-12-06,"Stray","return",0
"61723",2019-02-01,2018-12-27,"Stray","return",0
"61724",2018-12-29,2018-11-28,"Stray","return",0
"61725",2018-12-19,2018-12-17,"Incompatible with owner lifestyle","return",0
"61742",2019-02-27,2018-11-30,"Stray","return",0
"61743",2019-02-27,2018-11-30,"Stray","return",0
"61743",2019-03-18,2019-03-15,"Return Adopt - Animal Health","return",0
"61744",2019-02-27,2018-11-30,"Stray","return",0
"61745",2019-02-27,2018-11-30,"Stray","return",0
"61746",2019-02-27,2018-11-30,"Stray","return",0
"61748",2019-08-09,2019-01-04,"Moving","return",0
