"id","intakedate","movementdate","returndate","returnedreason"
"63448",2019-06-05,2019-06-10,2019-08-19,"Stray"
"63449",2019-06-05,2019-06-08,2019-09-09,"Stray"
"63449",2019-06-05,2019-09-11,2019-11-01,"Stray"
"63456",2019-06-06,2019-06-14,2019-07-25,"Stray"
"63456",2019-06-06,2019-07-26,2019-08-02,"Stray"
"63457",2019-06-06,2019-06-14,2019-07-25,"Stray"
"63457",2019-06-06,2019-07-26,2019-08-02,"Stray"
"63459",2019-06-06,2019-06-14,2019-07-25,"Stray"
"63460",2019-06-06,2019-06-14,2019-07-25,"Stray"
"63460",2019-06-06,2019-07-26,2019-08-02,"Stray"
"63461",2019-06-06,2019-06-11,2019-06-27,"Stray"
"63462",2019-06-06,2019-06-25,2019-07-25,"Stray"
"63462",2019-06-06,2019-07-30,2019-08-02,"Return adopt - lifestyle issue"
"63463",2019-06-06,2019-06-25,2019-07-25,"Stray"
"63464",2019-06-06,2019-06-14,2019-07-25,"Stray"
"63464",2019-06-06,2019-07-26,2019-08-02,"Stray"
"63465",2019-06-06,2019-06-11,2019-07-07,"Stray"
"63466",2019-06-06,2019-06-14,2019-07-06,"Stray"
"63467",2019-06-06,2019-06-11,2019-07-07,"Stray"
"63468",2019-06-06,2019-06-25,2019-07-26,"Stray"
"63469",2019-06-06,2019-06-25,2019-07-25,"Stray"
"63470",2019-06-06,2019-06-14,2019-07-06,"Stray"
"63470",2019-06-06,2019-07-09,2019-09-24,"Return adopt - lifestyle issue"
"63471",2019-06-06,2019-06-14,2019-07-06,"Stray"
"63473",2019-06-06,2019-06-07,2019-06-07,"Marriage/Relationship split"
"63478",2019-06-07,2019-07-06,2019-07-26,"Incompatible with other pets"
"63482",2019-06-08,2019-06-14,2019-07-09,"Stray"
"63487",2019-06-08,2019-08-01,2019-08-03,"Stray"
"63487",2019-06-08,2019-08-10,2020-02-03,"Stray"
"63491",2019-06-08,2019-06-14,2019-07-17,"Stray"
"63493",2019-06-08,2019-06-21,2019-07-06,"Stray"
"63494",2019-06-08,2019-06-14,2019-07-17,"Stray"
"63495",2019-06-08,2019-06-14,2019-07-17,"Stray"
"63496",2019-06-08,2019-06-14,2019-07-17,"Stray"
"63497",2019-06-08,2019-06-14,2019-07-17,"Stray"
"63500",2019-06-08,2019-06-21,2019-07-10,"Stray"
"63502",2019-06-08,2019-06-21,2019-07-06,"Stray"
"63504",2019-06-08,2019-06-14,2019-07-17,"Stray"
"63510",2019-06-10,2019-06-11,2019-06-25,"Stray"
"63510",2019-06-10,2019-06-25,2019-08-02,"Stray"
"63511",2019-06-10,2019-06-11,2019-06-25,"Stray"
"63511",2019-06-10,2019-06-25,2019-08-02,"Stray"
"63519",2019-06-11,2019-06-12,2019-06-12,"Unable to Afford"
"63520",2019-06-11,2019-06-12,2019-06-12,"Unable to Afford"
"63529",2019-06-12,2019-06-18,2019-08-02,"DOA"
"63536",2019-06-12,2019-06-18,2019-09-03,"Stray"
"63538",2019-06-13,2019-06-19,2019-08-12,"Stray"
"63539",2019-06-13,2019-06-19,2019-08-12,"Stray"
"63541",2019-06-13,2019-06-19,2019-08-12,"Stray"
"63542",2019-06-13,2019-06-14,2019-07-14,"Stray"
"63542",2019-06-13,2019-07-16,2019-08-02,"Stray"
"63543",2019-06-13,2019-06-14,2019-08-02,"Stray"
"63544",2019-06-13,2019-06-14,2019-07-14,"Stray"
"63544",2019-06-13,2019-07-16,2019-08-02,"Stray"
"63545",2019-06-13,2019-06-14,2019-08-02,"Stray"
"63547",2019-06-13,2019-06-14,2019-07-14,"Stray"
"63547",2019-06-13,2019-07-30,2019-08-24,"Stray"
"63555",2019-06-14,2019-06-21,2019-07-05,"Stray"
"63557",2019-06-14,2019-06-25,2019-07-25,"Stray"
"63563",2019-06-14,2019-06-18,2019-07-03,"Stray"
"63564",2019-06-14,2019-06-18,2019-07-03,"Stray"
"63579",2019-06-16,2019-06-19,2019-07-02,"Stray"
"63587",2019-06-17,2019-06-20,2019-06-25,"Stray"
"63587",2019-06-17,2019-06-25,2019-09-23,"Stray"
"63587",2019-06-17,2019-09-25,2019-10-15,"Stray"
"63593",2019-06-17,2019-06-28,2020-02-02,"Stray"
"63601",2019-06-19,2019-07-08,2019-07-19,"Return Adopt - Behavior"
"63602",2019-06-19,2019-07-03,2019-07-16,"Stray"
"63602",2019-06-19,2019-07-17,2019-07-23,"Stray"
"63602",2019-06-19,2019-07-23,2019-12-30,"Incompatible with owner lifestyle"
"63610",2019-06-19,2019-06-28,2019-09-24,"Return adopt - lifestyle issue"
"63621",2019-06-20,2019-06-22,2019-06-23,"Stray"
"63621",2019-06-20,2019-06-23,2019-07-12,"Stray"
"63623",2019-06-20,2019-06-24,2019-07-11,"Stray"
"63624",2019-06-20,2019-06-24,2019-07-11,"Stray"
"63624",2019-06-20,2019-07-20,2019-08-03,"Incompatible with other pets"
"63625",2019-06-20,2019-06-24,2019-07-11,"Stray"
"63626",2019-06-20,2019-07-05,2019-07-11,"Stray"
"63626",2019-06-20,2019-07-11,2019-12-02,"Owner requested Euthanasia"
"63628",2019-06-20,2019-07-05,2019-07-06,"Incompatible with other pets"
"63631",2019-06-20,2019-06-22,2019-08-26,"Stray"
"63632",2019-06-20,2019-06-22,2019-08-26,"Stray"
"63633",2019-06-20,2019-06-22,2019-08-26,"Stray"
"63634",2019-06-20,2019-06-22,2019-08-26,"Stray"
"63635",2019-06-20,2019-06-21,2019-07-05,"Stray"
"63643",2019-06-21,2019-07-30,2019-08-02,"Stray"
"63649",2019-06-21,2019-07-05,2019-10-23,"Owner requested Euthanasia"
"63660",2019-06-23,2019-06-26,2019-07-10,"Stray"
"63664",2019-06-24,2019-06-25,2019-06-27,"Stray"
"63665",2019-06-24,2019-06-25,2019-06-27,"Stray"
"63665",2019-06-24,2019-06-27,2019-08-22,"Stray"
"63665",2019-06-24,2019-08-25,2019-09-12,"Return Adopt - Animal Health"
"63679",2019-06-24,2019-06-25,2019-08-04,"Stray"
"63679",2019-06-24,2019-08-09,2019-08-20,"Stray"
"63680",2019-06-24,2019-06-25,2019-08-04,"Stray"
"63680",2019-06-24,2019-08-09,2019-08-20,"Stray"
"63681",2019-06-24,2019-06-25,2019-07-14,"Stray"
"63682",2019-06-24,2019-06-25,2019-08-01,"Stray"
"63682",2019-06-24,2019-08-10,2019-08-17,"Stray"
"63683",2019-06-24,2019-06-25,2019-08-01,"Stray"
"63684",2019-06-24,2019-06-25,2019-08-22,"Stray"
"63685",2019-06-24,2019-06-25,2019-08-04,"Stray"
"63685",2019-06-24,2019-08-09,2019-08-20,"Stray"
"63692",2019-06-25,2019-08-17,2019-10-02,"Return Adopt - Behavior"
"63693",2019-06-25,2019-07-08,2019-07-30,"Stray"
"63698",2019-06-25,2019-07-25,2019-07-30,"Stray"
"63700",2019-06-25,2019-07-30,2019-08-25,"Stray"
"63700",2019-06-25,2019-09-06,2019-09-14,"Return Adopt - Behavior"
"63703",2019-06-25,2019-07-08,2019-07-30,"Stray"
"63704",2019-06-25,2019-07-08,2019-07-30,"Stray"
"63705",2019-06-25,2019-07-08,2019-07-30,"Stray"
"63707",2019-06-25,2019-07-30,2019-08-25,"Stray"
"63708",2019-06-25,2019-07-30,2019-08-24,"Stray"
"63715",2019-06-25,2019-06-29,2019-08-08,"Stray"
"63716",2019-06-25,2019-06-29,2019-08-08,"Stray"
"63717",2019-06-25,2019-06-29,2019-08-08,"Stray"
"63721",2019-06-26,2019-06-26,2019-06-27,"Stray"
"63721",2019-06-26,2019-07-06,2019-07-31,"Stray"
"63724",2019-06-26,2019-06-29,2019-07-11,"Stray"
"63725",2019-06-26,2019-06-29,2019-07-11,"Stray"
"63726",2019-06-26,2019-06-29,2019-07-01,"Stray"
"63727",2019-06-26,2019-07-05,2019-09-09,"Stray"
"63729",2019-06-26,2019-07-05,2019-08-05,"Stray"
"63730",2019-06-26,2019-07-05,2019-08-05,"Stray"
"63731",2019-06-26,2019-07-05,2019-08-05,"Stray"
"63732",2019-06-26,2019-07-05,2019-08-05,"Stray"
"63737",2019-06-26,2019-06-29,2019-07-11,"Stray"
"63737",2019-06-26,2019-07-16,2019-07-17,"Return adopt - lifestyle issue"
"63739",2019-06-26,2019-06-29,2019-07-11,"Stray"
"63741",2019-06-27,2019-06-27,2019-07-12,"Stray"
"63741",2019-06-27,2019-07-13,2019-07-17,"Stray"
"63742",2019-06-27,2019-06-27,2019-07-12,"Stray"
"63742",2019-06-27,2019-07-13,2019-07-17,"Stray"
"63742",2019-06-27,2019-07-17,2019-07-23,"Stray"
"63742",2019-06-27,2019-07-23,2019-08-23,"Stray"
"63743",2019-06-27,2019-06-27,2019-07-12,"Stray"
"63743",2019-06-27,2019-07-13,2019-07-17,"Stray"
"63743",2019-06-27,2019-07-17,2019-07-23,"Stray"
"63743",2019-06-27,2019-07-23,2019-08-23,"Stray"
"63744",2019-06-27,2019-06-27,2019-08-26,"Stray"
"63745",2019-06-27,2019-06-27,2019-09-04,"Stray"
"63746",2019-06-27,2019-06-27,2019-09-04,"Stray"
"63748",2019-06-27,2019-07-15,2019-07-31,"Stray"
"63749",2019-06-27,2019-07-15,2019-07-31,"Stray"
"63750",2019-06-27,2019-07-15,2019-07-31,"Stray"
"63751",2019-06-27,2019-07-15,2019-07-31,"Stray"
"63752",2019-06-27,2019-07-15,2019-07-31,"Stray"
"63759",2019-06-28,2019-06-28,2019-07-09,"Stray"
"63760",2019-06-28,2019-07-26,2019-08-27,"Stray"
"63761",2019-06-28,2019-07-26,2019-08-27,"Stray"
"63762",2019-06-28,2019-07-26,2019-08-06,"Stray"
"63764",2019-06-28,2019-07-26,2019-08-06,"Stray"
"63765",2019-06-28,2019-07-26,2019-08-06,"Stray"
"63767",2019-06-28,2019-07-26,2019-08-26,"Stray"
"63768",2019-06-28,2019-07-26,2019-08-06,"Stray"
"63769",2019-06-28,2019-07-26,2019-08-06,"Stray"
"63770",2019-06-28,2019-07-26,2019-08-27,"Stray"
"63788",2019-06-29,2019-07-13,2019-11-06,"Transfer from Other Shelter"
"63789",2019-06-29,2019-07-30,2019-08-10,"Stray"
"63798",2019-07-01,2019-07-30,2019-08-24,"Stray"
"63799",2019-07-01,2019-07-27,2019-08-29,"Stray"
"63800",2019-07-01,2019-07-27,2019-08-29,"Stray"
"63801",2019-07-01,2019-07-27,2019-08-29,"Stray"
"63807",2019-07-01,2019-07-05,2019-08-20,"Stray"
"63811",2019-07-02,2019-07-21,2019-08-23,"Stray"
"63812",2019-07-02,2019-07-21,2019-08-23,"Stray"
"63812",2019-07-02,2019-09-24,2019-10-01,"Stray"
"63814",2019-07-02,2019-07-17,2019-08-01,"Stray"
"63847",2019-07-05,2019-07-20,2019-08-24,"Incompatible with owner lifestyle"
"63849",2019-07-05,2019-08-13,2019-08-17,"Stray"
"63851",2019-07-05,2019-08-13,2019-08-17,"Stray"
"63852",2019-07-05,2019-08-13,2019-08-17,"Stray"
"63855",2019-07-05,2019-07-07,2019-08-05,"Stray"
"63859",2019-07-06,2019-07-13,2019-07-14,"Return Adopt - Behavior"
"63863",2019-07-06,2019-07-30,2019-11-23,"Stray"
"63865",2019-07-06,2019-07-10,2019-10-04,"Stray"
"63866",2019-07-06,2019-07-10,2019-10-04,"Stray"
"63876",2019-07-08,2019-07-11,2019-07-12,"Return Adopt - Other"
"63877",2019-07-08,2019-07-26,2019-08-27,"Stray"
"63885",2019-07-08,2019-07-15,2019-07-15,"Stray"
"63887",2019-07-08,2019-07-09,2020-01-09,"Abandoned"
"63892",2019-07-09,2019-07-16,2019-07-19,"Stray"
"63893",2019-07-09,2019-07-16,2019-07-19,"Stray"
"63893",2019-07-09,2019-07-27,2019-08-06,"Stray"
"63894",2019-07-09,2019-07-16,2019-07-19,"Stray"
"63894",2019-07-09,2019-08-09,2019-08-15,"Stray"
"63895",2019-07-09,2019-07-16,2019-07-19,"Stray"
"63895",2019-07-09,2019-07-26,2019-08-15,"Stray"
"63896",2019-07-09,2019-07-16,2019-07-19,"Stray"
"63896",2019-07-09,2019-07-27,2019-08-15,"Stray"
"63897",2019-07-09,2019-07-16,2019-07-19,"Stray"
"63897",2019-07-09,2019-07-26,2019-08-15,"Stray"
"63898",2019-07-09,2019-07-16,2019-07-19,"Stray"
"63898",2019-07-09,2019-07-26,2019-08-15,"Stray"
"63898",2019-07-09,2019-08-17,2020-01-02,"Incompatible with owner lifestyle"
"63899",2019-07-09,2019-07-16,2019-07-19,"Stray"
"63899",2019-07-09,2019-08-09,2019-08-15,"Stray"
"63900",2019-07-09,2019-07-16,2019-07-19,"Stray"
"63900",2019-07-09,2019-07-27,2019-08-06,"Stray"
"63900",2019-07-09,2019-08-17,2019-09-29,"Biting"
"63905",2019-07-09,2019-07-27,2019-07-30,"Stray"
"63905",2019-07-09,2019-07-30,2019-07-31,"Stray"
"63910",2019-07-09,2019-08-17,2019-09-23,"Incompatible with owner lifestyle"
"63917",2019-07-09,2019-07-10,2019-08-24,"Stray"
"63918",2019-07-09,2019-07-10,2019-08-23,"Stray"
"63918",2019-07-09,2019-09-01,2019-10-25,"Return Adopt - Behavior"
"63925",2019-07-10,2019-08-16,2019-08-21,"Stray"
"63925",2019-07-10,2019-08-22,2019-09-06,"Stray"
"63930",2019-07-10,2019-07-26,2019-08-08,"Stray"
"63931",2019-07-10,2019-07-29,2019-09-03,"Stray"
"63932",2019-07-10,2019-07-26,2019-08-08,"Stray"
"63933",2019-07-10,2019-07-16,2019-07-17,"Stray"
"63936",2019-07-10,2019-07-26,2019-09-03,"Stray"
"63937",2019-07-10,2019-07-26,2019-09-03,"Stray"
"63938",2019-07-10,2019-07-26,2019-09-03,"Stray"
"63939",2019-07-10,2019-07-26,2019-09-03,"Stray"
"63941",2019-07-11,2019-07-11,2019-07-17,"Stray"
"63945",2019-07-11,2019-07-13,2019-08-05,"Stray"
"63946",2019-07-11,2019-07-26,2019-08-08,"Stray"
"63959",2019-07-12,2019-10-03,2019-11-01,"Stray"
"63961",2019-07-12,2019-07-20,2019-08-17,"Stray"
"63963",2017-05-11,2017-05-11,2017-05-18,"Stray"
"63963",2017-05-11,2017-05-19,2019-06-29,"Stray"
"63963",2017-05-11,2019-07-01,2019-07-01,"Incompatible with owner lifestyle"
"63968",2019-07-12,2019-07-22,2019-07-22,"Owner requested Euthanasia"
"63969",2019-07-12,2019-08-09,2019-08-16,"Stray"
"63969",2019-07-12,2019-08-17,2019-10-05,"Unsuitable Accommodation"
"63970",2019-07-12,2019-07-13,2019-09-09,"Stray"
"63976",2019-07-14,2019-07-19,2019-08-05,"Stray"
"63976",2019-07-14,2019-08-06,2019-08-15,"Stray"
"63980",2019-07-14,2019-08-17,2019-09-27,"Return adopt - lifestyle issue"
"63981",2019-07-14,2019-08-12,2019-12-06,"Return Adopt - Behavior"
"63982",2019-07-14,2019-08-17,2019-08-17,"Return Adopt - Other"
"63982",2019-07-14,2019-09-28,2019-10-11,"Stray"
"63983",2019-07-15,2019-08-31,2019-09-09,"Stray"
"63987",2019-07-15,2019-07-20,2019-08-07,"Stray"
"63988",2019-07-15,2019-07-20,2019-08-07,"Stray"
"63994",2019-07-16,2019-07-19,2019-08-05,"Stray"
"63994",2019-07-16,2019-08-06,2019-08-15,"Stray"
"63995",2019-07-16,2019-07-20,2019-08-17,"Stray"
"63996",2019-07-16,2019-07-20,2019-08-17,"Stray"
"63997",2019-07-16,2019-07-20,2019-08-17,"Stray"
"63997",2019-07-16,2019-08-17,2019-08-17,"Return Adopt - Other"
"64000",2019-07-16,2019-07-19,2019-08-05,"Stray"
"64000",2019-07-16,2019-08-06,2019-08-15,"Stray"
"64011",2019-07-17,2019-07-23,2019-07-27,"Stray"
"64016",2019-07-18,2019-07-19,2019-09-26,"Stray"
"64017",2019-07-18,2019-07-19,2019-09-30,"Stray"
"64018",2019-07-18,2019-07-19,2019-09-29,"Stray"
"64019",2019-07-18,2019-07-19,2019-09-29,"Stray"
"64020",2019-07-18,2019-07-19,2019-09-30,"Stray"
"64026",2019-07-18,2019-07-22,2019-08-19,"Stray"
"64029",2019-07-10,2019-07-29,2019-09-03,"Stray"
"64030",2019-07-10,2019-07-29,2019-09-03,"Stray"
"64032",2019-07-18,2019-07-22,2019-08-19,"Stray"
"64033",2019-07-18,2019-07-22,2019-08-19,"Stray"
"64034",2019-07-19,2019-08-10,2019-08-17,"Stray"
"64049",2019-07-19,2019-08-10,2019-08-13,"Stray"
"64053",2019-07-20,2019-08-13,2019-11-25,"Return Adopt - Other"
"64056",2019-07-20,2019-08-16,2019-08-21,"Stray"
"64056",2019-07-20,2019-08-22,2019-09-10,"Stray"
"64057",2019-07-20,2019-08-16,2019-08-21,"Stray"
"64057",2019-07-20,2019-08-22,2019-09-06,"Stray"
"64058",2019-07-20,2019-08-10,2019-08-13,"Stray"
"64059",2019-07-20,2019-07-26,2019-09-17,"Stray"
"64059",2019-07-20,2019-09-20,2019-09-20,"Return Adopt - Other"
"64073",2019-07-22,2019-07-26,2019-09-21,"Stray"
"64074",2019-07-22,2019-07-26,2019-09-21,"Stray"
"64075",2019-07-22,2019-07-26,2019-09-21,"Stray"
"64076",2019-07-22,2019-07-26,2019-09-21,"Stray"
"64084",2019-07-23,2019-07-26,2019-08-20,"Stray"
"64089",2019-07-23,2019-10-03,2019-10-11,"Stray"
"64091",2019-07-23,2019-08-10,2019-08-17,"Stray"
"64093",2019-07-23,2019-07-23,2019-08-22,"Stray"
"64094",2019-07-23,2019-07-23,2019-08-22,"Stray"
"64095",2019-07-23,2019-07-23,2019-08-22,"Stray"
"64098",2019-07-23,2019-07-23,2019-08-22,"Stray"
"64099",2019-07-23,2019-07-23,2019-08-22,"Stray"
"64109",2019-07-24,2019-07-25,2019-07-31,"Stray"
"64119",2019-07-25,2019-08-11,2019-08-19,"Stray"
"64121",2019-07-25,2019-08-27,2019-11-25,"Stray"
"64122",2019-07-25,2019-08-16,2019-08-30,"Stray"
"64123",2019-07-25,2019-08-16,2019-08-30,"Stray"
"64124",2019-07-25,2019-08-16,2019-08-30,"Stray"
"64125",2019-07-25,2019-08-16,2019-08-30,"Stray"
"64125",2019-07-25,2019-09-01,2019-10-25,"Return Adopt - Behavior"
"64130",2019-07-25,2019-08-11,2019-08-19,"Stray"
"64131",2019-07-25,2019-08-17,2019-09-26,"Return Adopt - Behavior"
"64131",2019-07-25,2019-10-09,2019-11-20,"Stray"
"64132",2019-07-25,2019-08-10,2019-09-28,"Stray"
"64132",2019-07-25,2019-10-01,2019-12-03,"Stray"
"64145",2019-07-27,2019-09-15,2019-11-25,"Stray"
"64145",2019-07-27,2019-11-27,2019-12-14,"Stray"
"64151",2019-07-28,2019-08-10,2019-09-01,"Stray"
"64153",2019-07-28,2019-08-12,2019-10-21,"Stray"
"64157",2019-07-29,2019-07-30,2019-09-05,"Stray"
"64157",2019-07-29,2019-10-05,2019-11-13,"Stray"
"64161",2019-07-29,2019-08-17,2019-08-21,"Stray"
"64165",2019-07-29,2019-08-14,2019-08-26,"Return Adopt - Behavior"
"64165",2019-07-29,2019-08-30,2019-11-04,"Stray"
"64168",2019-07-29,2019-08-10,2019-08-13,"Return adopt - lifestyle issue"
"64169",2019-07-30,2019-07-31,2019-10-21,"Stray"
"64170",2019-07-30,2019-07-31,2019-11-01,"Stray"
"64170",2019-07-30,2019-11-17,2019-11-22,"Stray"
"64172",2019-07-30,2019-08-09,2019-08-19,"Stray"
"64172",2019-07-30,2019-08-21,2019-12-03,"Stray"
"64187",2019-07-31,2019-08-01,2019-10-01,"Stray"
"64191",2019-08-01,2019-08-10,2019-09-01,"Stray"
"64193",2019-08-01,2019-08-01,2019-10-01,"Stray"
"64194",2019-08-01,2019-08-01,2019-09-30,"Stray"
"64198",2019-08-01,2019-08-09,2019-08-17,"Stray"
"64199",2019-08-01,2019-08-09,2019-08-17,"Stray"
"64202",2019-08-01,2019-08-13,2019-09-11,"Stray"
"64203",2019-08-01,2019-09-07,2019-10-29,"Stray"
"64205",2019-08-01,2019-09-10,2019-09-10,"Return Adopt - Behavior"
"64205",2019-08-01,2019-10-06,2019-11-02,"Stray"
"64206",2019-08-02,2019-08-02,2019-09-10,"Stray"
"64207",2019-08-02,2019-08-02,2019-09-20,"Stray"
"64207",2019-08-02,2019-09-30,2019-10-21,"Stray"
"64208",2019-08-02,2019-08-02,2019-09-20,"Stray"
"64208",2019-08-02,2019-09-30,2019-10-21,"Stray"
"64208",2019-08-02,2019-10-24,2019-12-31,"Return Adopt - Behavior"
"64209",2019-08-02,2019-08-02,2019-09-20,"Stray"
"64209",2019-08-02,2019-09-30,2019-10-21,"Stray"
"64210",2019-08-02,2019-08-02,2019-09-20,"Stray"
"64210",2019-08-02,2019-09-30,2019-10-21,"Stray"
"64211",2019-08-02,2019-08-02,2019-09-20,"Stray"
"64211",2019-08-02,2019-09-30,2019-10-21,"Stray"
"64212",2019-08-02,2019-08-02,2019-09-20,"Stray"
"64212",2019-08-02,2019-09-30,2019-10-21,"Stray"
"64222",2019-08-02,2019-08-10,2019-09-05,"Stray"
"64224",2019-08-02,2019-08-11,2019-09-05,"Stray"
"64227",2019-08-02,2019-08-17,2019-10-14,"Stray"
"64229",2019-08-02,2019-08-10,2019-08-27,"Stray"
"64229",2019-08-02,2019-08-30,2019-09-13,"Stray"
"64230",2019-08-02,2019-08-10,2019-08-27,"Stray"
"64230",2019-08-02,2019-08-30,2019-09-09,"Stray"
"64231",2019-08-02,2019-08-10,2019-08-27,"Stray"
"64231",2019-08-02,2019-08-30,2019-09-09,"Stray"
"64232",2019-08-02,2019-08-10,2019-08-27,"Stray"
"64232",2019-08-02,2019-08-30,2019-09-13,"Stray"
"64233",2019-08-02,2019-08-10,2019-08-27,"Stray"
"64233",2019-08-02,2019-08-30,2019-09-09,"Stray"
"64246",2019-08-02,2019-08-10,2019-10-21,"Stray"
"64252",2019-08-02,2019-08-14,2019-08-19,"Return adopt - lifestyle issue"
"64254",2019-08-02,2019-08-09,2019-08-27,"Stray"
"64259",2019-08-02,2019-08-03,2019-09-26,"Stray"
"64259",2019-08-02,2019-10-03,2019-10-22,"Stray"
"64260",2019-08-02,2019-08-03,2019-09-26,"Stray"
"64260",2019-08-02,2019-10-03,2019-10-21,"Stray"
"64261",2019-08-02,2019-08-03,2019-09-26,"Stray"
"64261",2019-08-02,2019-10-03,2019-10-21,"Stray"
"64265",2019-08-02,2019-08-08,2019-08-12,"Return Adopt - Other"
"64266",2019-08-03,2019-08-10,2019-08-12,"Stray"
"64273",2019-08-03,2019-08-12,2019-08-22,"Stray"
"64273",2019-08-03,2019-08-25,2019-09-04,"Stray"
"64274",2019-08-03,2019-08-10,2019-08-12,"Stray"
"64275",2019-08-03,2019-08-04,2019-11-01,"Stray"
"64275",2019-08-03,2019-11-04,2019-11-27,"Stray"
"64277",2019-08-03,2019-08-04,2019-11-01,"Stray"
"64277",2019-08-03,2019-11-17,2019-11-22,"Stray"
"64280",2019-08-04,2019-08-08,2019-08-30,"Stray"
"64280",2019-08-04,2019-08-30,2019-11-03,"Return Adopt - Behavior"
"64281",2019-08-04,2019-08-10,2019-08-12,"Stray"
"64283",2019-08-05,2019-08-10,2019-08-12,"Stray"
"64283",2019-08-05,2019-08-17,2019-08-30,"Stray"
"64284",2019-08-05,2019-08-10,2019-08-12,"Stray"
"64284",2019-08-05,2019-08-17,2019-08-30,"Stray"
"64285",2019-08-05,2019-08-19,2019-08-19,"Owner requested Euthanasia"
"64287",2019-08-05,2019-08-17,2019-08-20,"Return Adopt - Other"
"64289",2019-08-05,2019-09-10,2019-11-13,"Stray"
"64291",2019-08-06,2019-08-23,2020-01-20,"Unsuitable Accommodation"
"64292",2019-08-06,2019-08-09,2019-08-16,"Stray"
"64293",2019-08-06,2019-08-09,2019-08-16,"Stray"
"64294",2019-08-06,2019-08-09,2019-08-16,"Stray"
"64298",2019-08-06,2019-08-10,2019-08-17,"Stray"
"64305",2019-08-07,2019-08-17,2019-09-05,"Allergies"
"64305",2019-08-07,2019-09-09,2019-09-11,"Return adopt - lifestyle issue"
"64305",2019-08-07,2019-09-11,2019-10-15,"Return Adopt - Behavior"
"64305",2019-08-07,2019-10-19,2020-02-13,"Return Adopt - Behavior"
"64308",2019-08-07,2019-08-13,2019-08-15,"Stray"
"64308",2019-08-07,2019-08-17,2019-11-19,"Owner requested Euthanasia"
"64320",2019-08-08,2019-08-10,2019-09-13,"Stray"
"64321",2019-08-08,2019-08-10,2019-09-13,"Stray"
"64322",2019-08-08,2019-08-10,2019-09-13,"Stray"
"64329",2019-08-09,2019-08-12,2020-01-21,"Allergies"
"64331",2019-08-09,2019-08-12,2020-01-21,"Allergies"
"64335",2019-08-09,2019-08-20,2019-09-17,"Stray"
"64336",2019-08-09,2019-08-16,2019-08-21,"Stray"
"64336",2019-08-09,2019-08-22,2019-09-06,"Stray"
"64337",2019-08-09,2019-08-24,2019-08-30,"Incompatible with owner lifestyle"
"64345",2019-08-09,2019-08-10,2019-09-05,"Stray"
"64346",2019-08-09,2019-08-10,2019-09-05,"Stray"
"64347",2019-08-09,2019-08-10,2019-09-05,"Stray"
"64347",2019-08-09,2019-09-06,2019-09-30,"Stray"
"64347",2019-08-09,2019-10-14,2020-01-18,"Allergies"
"64348",2019-08-09,2019-08-10,2019-09-05,"Stray"
"64354",2019-08-10,2019-08-23,2019-10-05,"Stray"
"64355",2019-08-10,2019-08-23,2019-10-05,"Stray"
"64356",2019-08-10,2019-08-23,2019-10-05,"Stray"
"64357",2019-08-10,2019-08-23,2019-10-05,"Stray"
"64358",2019-08-10,2019-08-23,2019-10-05,"Stray"
"64361",2019-08-11,2019-08-21,2019-09-05,"Stray"
"64365",2019-08-12,2019-08-21,2019-12-23,"Incompatible with owner lifestyle"
"64379",2019-08-13,2019-08-17,2019-08-20,"Return Adopt - Other"
"64386",2019-08-14,2019-08-14,2019-08-15,"Stray"
"64386",2019-08-14,2019-10-03,2019-10-28,"Stray"
"64387",2019-08-14,2019-08-14,2019-08-15,"Stray"
"64387",2019-08-14,2019-10-03,2019-10-28,"Stray"
"64388",2019-08-14,2019-08-14,2019-08-15,"Stray"
"64388",2019-08-14,2019-10-03,2019-10-28,"Stray"
"64389",2019-08-14,2019-08-14,2019-08-15,"Stray"
"64389",2019-08-14,2019-10-03,2019-10-28,"Stray"
"64390",2019-08-14,2019-08-14,2019-08-15,"Stray"
"64396",2019-08-14,2019-08-20,2019-10-11,"Stray"
"64396",2019-08-14,2019-10-27,2019-11-06,"Stray"
"64414",2019-08-19,2019-08-20,2019-08-27,"Stray"
"64414",2019-08-19,2019-09-01,2019-10-28,"Stray"
"64415",2019-08-19,2019-08-30,2019-12-23,"Stray"
"64417",2019-08-19,2019-08-20,2019-08-27,"Stray"
"64417",2019-08-19,2019-09-01,2019-10-28,"Stray"
"64418",2019-08-19,2019-08-20,2019-08-27,"Stray"
"64418",2019-08-19,2019-09-01,2019-10-28,"Stray"
"64419",2019-08-19,2019-08-20,2019-08-27,"Stray"
"64419",2019-08-19,2019-09-01,2019-10-28,"Stray"
"64420",2019-08-19,2019-08-20,2019-08-27,"Stray"
"64420",2019-08-19,2019-09-01,2019-10-28,"Stray"
"64426",2019-08-19,2019-08-29,2019-09-17,"Stray"
"64433",2019-08-18,2019-08-20,2019-10-11,"Stray"
"64433",2019-08-18,2019-10-24,2019-11-06,"Stray"
"64435",2019-08-18,2019-08-20,2019-10-11,"Stray"
"64435",2019-08-18,2019-10-24,2019-11-06,"Stray"
"64436",2019-08-18,2019-08-20,2019-10-11,"Stray"
"64436",2019-08-18,2019-10-24,2019-11-06,"Stray"
"64437",2019-08-18,2019-08-20,2019-10-11,"Stray"
"64437",2019-08-18,2019-10-24,2019-11-06,"Stray"
"64438",2019-08-18,2019-08-20,2019-10-11,"Stray"
