"id","sheltercode","identichipnumber","animalname","animalage","sexname","speciesname","breedname","basecolour","intakeage","interactions","timeinsys","transferin","transferout","adopt","adopt_ct","foster","foster_ct","reclaim","reclaim_ct","return","return_ct","dead","intakedate"
"58684","C1802134","981020021503896","Philip","2 years 3 months.","Male","Cat","Domestic Short Hair","Black and White",27,2,11,0,0,1,1,0,0,0,0,0,0,0,2018-02-06
"58687","D1802132","981020021508595","Kai","10 years 10 months.","Male","Dog","Labrador Retriever/Golden Retriever","Cream",130,2,35,0,0,1,1,0,0,0,0,0,0,0,2018-02-07
"58688","D1802135","981020025765303","Danni","1 year 3 months.","Female","Dog","Redbone Coonhound","Red",15,2,24,0,0,1,1,0,0,0,0,0,0,0,2018-02-07
"58689","D1802136","981020021506760","Dixie","1 year 7 months.","Female","Dog","Redbone Coonhound","Red",19,2,8,0,0,1,1,0,0,0,0,0,0,0,2018-02-07
"58690","D1802137","981020021504970","Blondy","1 year 8 months.","Female","Dog","Labrador Retriever","Cream",20,2,9,0,0,1,1,0,0,0,0,0,0,0,2018-02-07
"58691","D1802133","981020025501343","Lucy","2 years 2 months.","Female","Dog","Pitbull/Whippet","Tricolour",26,9,118,0,0,1,4,0,0,0,0,1,3,1,2018-02-07
"58693","D1802134","981020021508634","Gianni","5 years 2 months.","Male","Dog","Chihuahua/Yorkshire Terrier","Red",62,2,6,0,0,1,1,0,0,0,0,0,0,0,2018-02-08
"58694","D1802138","981020021479750","Bella","2 years 3 months.","Female","Dog","Chihuahua/Yorkshire Terrier","Tan",27,2,5,0,0,1,1,0,0,0,0,0,0,0,2018-02-08
"58695","C1802138","981020025477420","Pancakes","2 years 3 months.","Female","Cat","Domestic Short Hair","Brown and Black",27,2,79,0,0,1,1,0,0,0,0,0,0,0,2018-02-08
"58696","C1802139","981020025509346","Sasha","11 months.","Female","Cat","Domestic Short Hair","Grey and White",11,4,742,0,0,1,1,1,1,0,0,1,1,0,2018-02-08
"58697","C1802140","981020025489999","Malia","11 months.","Female","Cat","Domestic Short Hair","White and Grey",11,4,742,0,0,1,1,1,1,0,0,1,1,0,2018-02-08
"58698","D1802141","0A127E6A02","Marley","7 years 2 months.","Male","Dog","Labrador Retriever/Mix","Tan and White",86,2,18,0,0,1,1,0,0,0,0,0,0,0,2018-02-08
"58699","D1802047","982126051374464","Granger","2 years 1 month.","Male","Dog","Border Collie/Mix","Tricolour",25,4,11,0,0,0,0,0,0,1,1,1,1,1,2018-02-08
"58701","C1802135","","Duck","1 year 9 months.","Unknown","Chicken","","Black",21,2,1,0,0,0,0,0,0,0,0,0,0,0,2018-02-08
"58702","D1802139","941000017417643","Chloe","4 years 0 months.","Female","Dog","Saint Bernard St. Bernard","Tricolour",48,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-02-09
"58703","D1802142","981020021500748","Chip","9 years 0 months.","Male","Dog","Labrador Retriever/Shar Pei","Tan",108,6,741,0,0,1,1,1,1,1,1,1,2,0,2018-02-09
"58704","C1802143","","Carmella","5 years 3 months.","Female","Cat","Domestic Short Hair","Dilute calico",63,2,32,0,1,0,0,0,0,0,0,0,0,0,2018-02-09
"58705","D1802144","981020021472345","Deena","3 years 9 months.","Female","Dog","Beagle","White and Black",45,2,11,0,0,1,1,0,0,0,0,0,0,0,2018-02-09
"58708","D1802143","956000010151410","Otto","2 years 3 months.","Male","Dog","Labrador Retriever/Dalmatian","Black and White",27,2,11,0,0,0,0,0,0,1,1,0,0,0,2018-02-09
"58709","C1802144","981020021508260","Kitkat","2 years 6 months.","Male","Cat","Domestic Medium Hair","Black",30,2,7,0,0,1,1,0,0,0,0,0,0,0,2018-02-09
"58711","D1802145","981020025491224","Maggie","4 years 0 months.","Female","Dog","Great Pyrenees","White",48,6,26,0,0,1,3,0,0,0,0,1,2,0,2018-02-10
"58712","C1802145","","Moe","2 years 9 months.","Male","Cat","Domestic Long Hair","Black and White",33,2,2,0,1,0,0,0,0,0,0,0,0,0,2018-02-10
"58713","D1802146","981020025760119","Dinah Jo","1 year 9 months.","Female","Dog","Great Dane","Grey and black",21,6,38,0,0,1,2,1,1,0,0,1,2,0,2018-02-10
"58714","C1802141","981020025509665","Iris","3 years 9 months.","Female","Cat","Domestic Short Hair","Black and White",45,4,54,0,0,1,1,1,1,0,0,1,1,0,2018-02-11
"58716","C1802142","","Peeta","6 years 9 months.","Male","Cat","Domestic Short Hair","Orange",81,2,11,0,0,0,0,0,0,1,1,0,0,0,2018-02-12
"58717","C1802146","4640723F3A","Tinker Belle","7 years 4 months.","Unknown","Cat","Domestic Short Hair","White and Tan",88,2,7,0,1,0,0,0,0,0,0,0,0,0,2018-02-12
"58718","D1802148","981020025491333","River","2 years 9 months.","Female","Dog","Beagle","Tricolour",33,6,14,0,0,1,2,0,0,1,1,1,2,0,2018-02-12
"58719","D1802149","981020025475250","Branch","1 year 9 months.","Male","Dog","Beagle","Tricolour",21,4,9,0,0,1,1,0,0,1,1,1,1,0,2018-02-12
"58720","D1802150","","Lyla","1 year 2 months.","Female","Dog","Rat Terrier","Tricolour",14,2,1,0,0,0,0,0,0,1,1,0,0,0,2018-02-12
"58721","D1802151","","Tinkerbell","1 year 2 months.","Female","Dog","Beagle/Hound","Grey and black",14,2,1,0,0,0,0,0,0,1,1,0,0,0,2018-02-12
"58722","C1802147","","Pearl","1 year 0 months.","Unknown","Cat","Domestic Long Hair","Black",12,2,8,0,1,0,0,0,0,0,0,0,0,0,2018-02-12
"58723","C1802148","","Willow","1 year 0 months.","Female","Cat","Domestic Long Hair","Tortie",12,2,0,0,1,0,0,0,0,0,0,0,0,0,2018-02-12
"58725","C1802149","981020025679313","Oliver","1 year 9 months.","Male","Cat","Domestic Short Hair","Black and White",21,2,14,0,0,1,1,0,0,0,0,0,0,0,2018-02-12
"58727","D1802154","981020025781580","Willow","10 months.","Female","Dog","Boston Terrier/Mountain Cur","White and Brindle",10,4,28,0,0,1,1,1,1,0,0,1,1,0,2018-02-13
"58728","D1802155","0A13517610","Kaitlyn","6 years 9 months.","Female","Dog","Pitbull","Brown and White",81,2,23,0,0,1,1,0,0,0,0,0,0,0,2018-02-13
"58729","D1802156","981020025756060","Blake","1 year 9 months.","Male","Dog","Collie/Terrier","Golden",21,2,18,0,0,1,1,0,0,0,0,0,0,0,2018-02-13
"58730","D1802157","981020025779035","Obie","1 year 9 months.","Male","Dog","Terrier/Mix","Black and White",21,2,16,0,0,1,1,0,0,0,0,0,0,0,2018-02-13
"58731","D1802158","981020009777516","Jessie","5 years 6 months.","Female","Dog","Labrador Retriever/Heeler","Tan and White",66,2,13,0,0,1,1,0,0,0,0,0,0,0,2018-02-13
"58732","D1802159","981020021465287","Belle","15 years 2 months.","Female","Dog","Rat Terrier","Black and White",182,4,15,0,0,1,1,0,0,0,0,1,1,1,2018-02-13
"58733","C1802150","981020025218220","Smokey","4 years 9 months.","Male","Cat","Domestic Short Hair","Orange and White",57,2,45,0,0,1,1,0,0,0,0,0,0,0,2018-02-14
"58734","D1802160","981020021042996","Bailey","4 years 7 months.","Male","Dog","Beagle","Orange and White",55,2,11,0,0,1,1,0,0,0,0,0,0,0,2018-02-14
"58735","D1802161","981020025501008","Axel","2 years 10 months.","Male","Dog","Pitbull","Black",34,4,736,0,0,1,1,1,1,0,0,1,1,0,2018-02-14
"58736","R1802162","","Little Prayer","1 year 5 months.","Female","House Rabbit","Rex/Lionhead","White and Brown",17,2,38,0,0,1,1,0,0,0,0,0,0,0,2018-02-14
"58737","R1802163","","Binkin","1 year 1 month.","Male","House Rabbit","Rex/Lionhead","Brown",13,2,50,0,0,1,1,0,0,0,0,0,0,0,2018-02-14
"58738","R1802164","","Kizbun","11 months.","Male","House Rabbit","Rex/Lionhead","Grey",11,2,51,0,0,1,1,0,0,0,0,0,0,0,2018-02-14
"58739","R1802165","","Houdini","11 months.","Female","House Rabbit","Lionhead","Grey",11,2,18,0,0,1,1,0,0,0,0,0,0,0,2018-02-14
"58740","R1802166","","Cotton","11 months.","Male","House Rabbit","Lionhead","Brown",11,2,18,0,0,1,1,0,0,0,0,0,0,0,2018-02-14
"58741","R1802167","","Little Little","11 months.","Male","House Rabbit","Lionhead","White and Brown",11,2,61,0,0,1,1,0,0,0,0,0,0,0,2018-02-14
"58742","C1802168","981020011458170","Nina","5 years 3 months.","Female","Cat","Domestic Short Hair","Black and White",63,2,3,1,0,1,1,0,0,0,0,0,0,0,2018-02-14
"58743","R1802169","","Little Big","11 months.","Female","House Rabbit","Rex/Lionhead","White and Brown",11,2,23,0,0,1,1,0,0,0,0,0,0,0,2018-02-14
"58744","C1802170","981020025751835","Blue Moo","1 year 4 months.","Female","Cat","Domestic Short Hair","Grey",16,2,48,0,0,1,1,0,0,0,0,0,0,0,2018-02-14
"58745","D1802162","982000407812548","Twix","10 years 9 months.","Female","Dog","Terrier","Tan and White",129,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-02-15
"58746","D1802163","0A13522A71","Charlie Hickok","7 years 0 months.","Male","Dog","German Shepherd Dog/Rottweiler","Black and Brown",84,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-02-15
"58747","D1802164","981020025508306","Candy","1 year 11 months.","Female","Dog","Basset Hound/Labrador Retriever","Black",23,2,13,0,0,1,1,0,0,0,0,0,0,0,2018-02-15
"58748","D1802165","981020025478699","Piper","9 years 8 months.","Female","Dog","Basset Hound","Tan and White",116,4,22,0,0,1,1,0,0,1,1,1,1,0,2018-02-15
"58749","D1802166","981020025500865","Buzz","2 years 4 months.","Male","Dog","Beagle/Basset Hound","Tricolour",28,4,22,0,0,1,1,0,0,1,1,1,1,0,2018-02-15
"58751","D1802168","981020025768744","Kijo (Haru)","2 years 10 months.","Male","Dog","Shiba Inu","Red and White",34,6,9,0,0,1,2,0,0,1,1,1,2,0,2018-02-15
"58752","D1802169","981020025777626","Boris","1 year 6 months.","Male","Dog","Schnauzer, Giant/Mix","Black and White",18,6,25,0,0,1,1,1,2,0,0,1,2,0,2018-02-15
"58753","D1802170","981020025501296","Balto","10 months.","Male","Dog","Schnauzer, Standard/Australian Cattle Dog","White and Black",10,6,29,0,0,1,1,1,2,0,0,1,2,0,2018-02-15
"58754","D1802171","981020025767080","Sheeba","4 years 3 months.","Female","Dog","Labrador Retriever/Mix","Black",51,2,38,0,0,1,1,0,0,0,0,0,0,0,2018-02-15
"58755","D1802172","981020025506889","Brindle","1 year 8 months.","Male","Dog","Pitbull/Labrador Retriever","Tan",20,2,24,0,0,1,1,0,0,0,0,0,0,0,2018-02-15
"58757","C1802171","981020025666484","Marmalade","1 year 4 months.","Male","Cat","Domestic Short Hair","Orange",16,4,36,0,0,1,1,1,1,0,0,1,1,0,2018-02-15
"58760","R1802172","","Hops","2 years 9 months.","Male","House Rabbit","Lop Eared","Brown",33,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-02-17
"58761","C1802173","981020021492695","Kiki","1 year 5 months.","Female","Cat","Domestic Short Hair","Grey",17,2,39,0,0,1,1,0,0,0,0,0,0,0,2018-02-17
"58762","C1802174","981020021504068","Bella","1 year 5 months.","Female","Cat","Domestic Medium Hair","Grey",17,2,39,0,0,1,1,0,0,0,0,0,0,0,2018-02-17
"58764","C1802175","981020025209642","Hank","5 years 9 months.","Male","Cat","Domestic Medium Hair","Grey and White",69,2,42,0,0,1,1,0,0,0,0,0,0,0,2018-02-17
"58765","D1802176","981020025699591","Guppy","10 months.","Male","Dog","Pitbull","White and Grey",10,4,733,0,0,1,1,1,1,0,0,1,1,0,2018-02-17
"58766","D1802174","490B601168","Chester","11 years 11 months.","Male","Dog","Basset Hound/Mix","Black and Tan",143,2,1,0,0,0,0,0,0,1,1,0,0,0,2018-02-17
"58768","C1802176","981020021491595","Doodle","2 years 2 months.","Female","Cat","Domestic Short Hair","Brown and Black",26,4,47,0,0,1,1,1,1,0,0,1,1,0,2018-02-18
"58769","C1802177","981020021486581","Oodle","1 year 3 months.","Female","Cat","Domestic Short Hair","Brown and Black",15,4,33,0,0,1,1,1,1,0,0,1,1,0,2018-02-18
"58772","C1802178","","Star","2 years 9 months.","Female","Cat","Domestic Short Hair","Tortie",33,2,1,0,1,0,0,0,0,0,0,0,0,0,2018-02-19
"58773","C1802179","","Moon","1 year 0 months.","Unknown","Cat","Domestic Short Hair","Black",12,2,1,0,1,0,0,0,0,0,0,0,0,0,2018-02-19
"58774","C1802180","","Sun","2 years 9 months.","Unknown","Cat","Domestic Short Hair","Black",33,2,1,0,1,0,0,0,0,0,0,0,0,0,2018-02-19
"58775","D1802181","981020025493350","Muffy","6 years 11 months.","Female","Dog","Terrier/Shih Tzu","White and Tan",83,4,18,0,0,1,1,1,1,0,0,1,1,0,2018-02-19
"58776","D1802182","981020025490901","Shadow","11 years 0 months.","Female","Dog","Terrier/Mix","Black",132,6,43,0,0,1,2,1,1,0,0,1,2,0,2018-02-19
"58777","C1802183","981020025511916","Sassy","9 years 11 months.","Female","Cat","Domestic Short Hair","Brown and Black",119,2,42,0,0,1,1,0,0,0,0,0,0,0,2018-02-19
"58778","C1802184","981020025496723","Mouse","14 years 11 months.","Male","Cat","Domestic Short Hair","Black and White",179,4,42,0,0,1,1,1,1,0,0,1,1,0,2018-02-19
"58779","C1802185","981020025469438","Baby","5 years 11 months.","Female","Cat","Domestic Short Hair","Black and White",71,2,46,0,0,1,1,0,0,0,0,0,0,0,2018-02-19
"58780","C1802186","0A13273359","Ellie","9 years 0 months.","Female","Cat","Siamese","Grey and White",108,2,5,0,0,1,1,0,0,0,0,0,0,0,2018-02-19
"58781","C1802181","023101525","Jasper","6 years 1 month.","Male","Cat","Domestic Short Hair","Black",73,6,625,0,0,0,0,0,0,1,3,1,2,0,2018-02-19
"58782","D1802183","981020011440861","Lou Dog","4 years 11 months.","Male","Dog","Labrador Retriever/Mix","Black",59,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-02-19
"58783","C1802187","981020025476468","Shred","2 years 9 months.","Female","Cat","Domestic Short Hair","Grey and White",33,2,11,0,0,1,1,0,0,0,0,0,0,0,2018-02-19
"58784","D1802178","","Stella","6 years 9 months.","Female","Dog","Labrador Retriever/Mix","Black and White",81,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-02-20
"58785","D1802179","","Piggy","2 years 6 months.","Female","Dog","Pitbull","Black",30,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-02-20
"58786","D1802188","","Chase","1 year 9 months.","Male","Dog","German Shepherd Dog","Black and Tan",21,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-02-20
"58787","D1802189","","Creed","3 years 9 months.","Male","Dog","Pitbull/Labrador Retriever","Red",45,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-02-20
"58788","D1802190","","Sophie","1 year 7 months.","Female","Dog","German Shepherd Dog","Black and Tan",19,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-02-20
"58791","D1802192","981020027354959","Anubis","1 year 9 months.","Male","Dog","Labrador Retriever/Mix","Brown and Black",21,4,7,0,0,1,1,0,0,1,1,1,1,0,2018-02-21
"58792","D1802193","981020027346208","Onix","1 year 8 months.","Male","Dog","Boston Terrier/Mix","Brindle",20,4,7,0,0,1,1,0,0,1,1,1,1,0,2018-02-21
"58794","C1802280","0A135C6B51","Lundi","6 years 8 months.","Female","Cat","Domestic Short Hair","Tabbico",80,2,14,0,0,1,1,0,0,0,0,0,0,0,2018-02-21
"58795","C1802279","981020025779250","Shamrock","2 years 0 months.","Female","Cat","Domestic Short Hair","Tabbico",24,4,88,0,0,1,2,0,0,0,0,1,1,0,2018-02-21
"58797","C1802190","981020025502078","Sunny","1 year 11 months.","Male","Cat","Domestic Short Hair","Black",23,2,8,0,0,1,1,0,0,0,0,0,0,0,2018-02-22
"58798","C1802194","981020019059377","Kiki","3 years 10 months.","Female","Cat","Domestic Short Hair","Grey",46,2,23,0,0,1,1,0,0,0,0,0,0,0,2018-02-22
"58799","D1802195","","Bailey","1 year 11 months.","Female","Dog","Labrador Retriever/Mix","Chocolate",23,2,1,0,0,0,0,0,0,1,1,0,0,0,2018-02-22
"58800","D1802196","982000410250900","Marley","1 year 5 months.","Male","Dog","Pitbull","Black",17,2,19,0,0,1,1,0,0,0,0,0,0,0,2018-02-22
"58801","D1802197","981020025690165","Henry","2 years 0 months.","Male","Dog","Schnauzer/Labrador Retriever","Black",24,4,30,0,0,1,2,0,0,0,0,1,1,0,2018-02-23
"58802","C1802189","981020025494143","Kee Kee","5 years 11 months.","Male","Cat","Domestic Short Hair","Black",71,2,24,0,0,1,1,0,0,0,0,0,0,0,2018-02-23
"58803","C1802192","981020025755839","Stacky Ann","1 year 11 months.","Female","Cat","Domestic Short Hair","Torbie",23,2,28,0,0,1,1,0,0,0,0,0,0,0,2018-02-23
"58804","C1802193","981020025503945","Fifty Lee","1 year 11 months.","Female","Cat","Domestic Short Hair","Grey",23,2,19,0,0,1,1,0,0,0,0,0,0,0,2018-02-23
"58805","D1802194","981020013764070","Nola","3 years 11 months.","Female","Dog","Cattle Dog/Husky","White and Black",47,2,6,0,0,1,1,0,0,0,0,0,0,0,2018-02-23
"58806","D1802198","068050035","Bentley","8 years 0 months.","Male","Dog","Chihuahua","Tan and White",96,2,8,0,0,1,1,0,0,0,0,0,0,0,2018-02-23
"58807","D1802199","0A125F0A04","Mercedes","9 years 0 months.","Female","Dog","Chihuahua","Black",108,2,8,0,0,1,1,0,0,0,0,0,0,0,2018-02-23
"58808","D1802200","981020025765301","Naveah","1 year 5 months.","Female","Dog","Labrador Retriever/Mix","Chocolate",17,2,18,0,0,1,1,0,0,0,0,0,0,0,2018-02-23
"58809","D1802201","","Hank","1 year 9 months.","Male","Dog","Labrador Retriever","Yellow",21,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-02-23
"58811","D1802202","981020025780573","Sage","11 months.","Female","Dog","German Shepherd Dog/Mix","Tan and Black",11,2,10,0,0,1,1,0,0,0,0,0,0,0,2018-02-23
"58813","C1802200","981020011438111","Bandit","5 years 3 months.","Male","Cat","Domestic Long Hair","Black",63,2,7,0,0,1,1,0,0,0,0,0,0,0,2018-02-23
"58814","D1802203","981020025752115","Arlo","2 years 6 months.","Male","Dog","German Shepherd Dog","Tan and Black",30,4,22,0,0,1,1,1,1,0,0,1,1,0,2018-02-23
"58816","D1802204","981020025477966","Daisy","2 years 11 months.","Female","Dog","Boxer","Fawn",35,4,42,0,1,1,1,0,0,0,0,1,1,0,2018-02-24
"58817","C1802205","981020025470584","Magic","4 years 4 months.","Male","Cat","Domestic Short Hair","Grey and White",52,2,6,0,0,1,1,0,0,0,0,0,0,0,2018-02-24
"58818","C1802206","981020025190940","Maggie","4 years 3 months.","Female","Cat","Domestic Short Hair","Calico",51,2,6,0,0,1,1,0,0,0,0,0,0,0,2018-02-24
"58819","C1802204","981020025761627","Dabny","1 year 2 months.","Male","Cat","Domestic Short Hair","Black and Brown",14,4,22,0,0,1,1,1,1,0,0,1,1,0,2018-02-25
"58820","C1802207","981020025504728","Ernie","1 year 2 months.","Male","Cat","Domestic Short Hair","Grey and White",14,4,32,0,0,1,1,1,1,0,0,1,1,0,2018-02-25
"58821","D1802207","981020007370786","Macy","10 years 0 months.","Female","Dog","Border Collie","Black and White",120,4,372,0,0,1,1,0,0,1,1,1,1,0,2018-02-25
"58822","D1802208","981020017159348","Charlie","4 years 2 months.","Male","Dog","Pitbull","White",50,4,71,0,0,0,0,1,1,0,0,1,1,1,2018-02-25
"58823","D1802209","981020025697579","Shasta ""E""","7 years 5 months.","Female","Dog","Bull Terrier/Mix","Tan and White",89,4,23,0,0,1,2,0,0,0,0,1,1,0,2018-02-26
"58825","C1802211","981020025510279","Onion","1 year 3 months.","Male","Cat","Domestic Short Hair","Orange and White",15,2,23,0,0,1,1,0,0,0,0,0,0,0,2018-02-26
"58826","D1802211","981020025490852","Deuce","11 months.","Male","Dog","Pitbull","Tan",11,2,5,0,0,1,1,0,0,0,0,0,0,0,2018-02-26
"58827","C1802212","","Brittany","2 years 4 months.","Female","Cat","Domestic Short Hair","Black and grey",28,2,9,0,1,0,0,0,0,0,0,0,0,0,2018-02-26
"58828","C1802213","981020023258049","Jack","3 years 11 months.","Male","Cat","Domestic Short Hair","Black and grey",47,6,17,0,0,1,2,0,0,1,1,1,2,0,2018-02-26
"58829","C1802214","981020027006546","Stella","2 years 8 months.","Female","Cat","Domestic Long Hair","Tortie",32,4,130,0,0,1,1,1,1,0,0,1,1,0,2018-02-26
"58831","D1802213","991001000982539","Darcy","1 year 9 months.","Male","Dog","American Eskimo Dog/Mix","White",21,2,14,0,0,1,1,0,0,0,0,0,0,0,2018-02-26
"58832","C1802215","981020025478964","Meester Miyagi","5 years 8 months.","Male","Cat","Domestic Short Hair","Brown, Black and White",68,2,3,0,0,1,1,0,0,0,0,0,0,0,2018-02-27
"58833","C1802196","981020025696348","Country","1 year 4 months.","Male","Cat","Domestic Short Hair","White and Grey",16,2,11,0,0,1,1,0,0,0,0,0,0,0,2018-02-27
"58834","D1802216","981020025764661","Obie","2 years 2 months.","Male","Dog","Labrador Retriever/Pitbull","Black",26,8,85,0,0,1,3,1,1,0,0,1,3,0,2018-02-27
"58835","D1802217","981020025750478","Bella","1 year 10 months.","Female","Dog","Labrador Retriever/Pitbull","Black",22,4,24,0,0,1,1,1,1,0,0,1,1,0,2018-02-27
"58836","C1802197","981020025492432","Classical","2 years 4 months.","Male","Cat","Domestic Short Hair","Black and Brown",28,4,26,0,0,1,2,0,0,0,0,1,1,0,2018-02-27
"58837","D1802269","981020025775622","Koa","3 years 3 months.","Female","Dog","Coonhound","Black and Tan",39,8,320,0,0,1,3,1,1,0,0,1,3,0,2018-02-27
"58839","D1802218","981020025671529","Ginger","1 year 2 months.","Female","Dog","Labrador Retriever/Shepherd","Golden",14,2,7,0,0,1,1,0,0,0,0,0,0,0,2018-02-27
"58840","D1802219","981020025493182","Goldie","1 year 2 months.","Female","Dog","Labrador Retriever/Golden Retriever","Golden",14,2,8,0,0,1,1,0,0,0,0,0,0,0,2018-02-27
"58841","D1802214","981020025702240","Duke","2 years 8 months.","Male","Dog","Labrador Retriever/Pitbull","Yellow",32,2,0,0,0,0,0,0,0,1,1,0,0,0,2018-02-27
