"id","intakedate","movementdate","movementtype"
"63316",2019-05-26,2019-06-08,"Foster"
"63316",2019-05-26,2019-07-21,"Adoption"
"63317",2019-05-26,2019-05-30,"Foster"
"63317",2019-05-26,2019-06-08,"Foster"
"63317",2019-05-26,2019-07-20,"Adoption"
"63318",2019-05-26,2019-05-30,"Reclaimed"
"63319",2019-05-27,2019-07-05,"Adoption"
"63320",2019-05-27,2019-05-28,"Reclaimed"
"63322",2019-05-28,2019-05-28,"Foster"
"63322",2019-05-28,2019-06-25,"Foster"
"63322",2019-05-28,2019-08-23,"Adoption"
"63324",2019-05-28,2019-06-05,"Adoption"
"63326",2019-05-28,2019-05-31,"Reclaimed"
"63327",2019-05-28,2019-07-01,"Adoption"
"63327",2019-05-28,2019-07-05,"Foster"
"63327",2019-05-28,2019-07-09,"Adoption"
"63328",2019-05-28,2019-06-18,"Adoption"
"63329",2019-05-28,2019-05-29,"Adoption"
"63330",2019-05-28,2019-05-29,"Adoption"
"63331",2019-05-28,2019-06-07,"Adoption"
"63332",2019-05-28,2019-06-15,"Adoption"
"63333",2019-05-28,2019-09-09,"Foster"
"63333",2019-05-28,2019-10-18,"Adoption"
"63334",2019-05-28,2019-06-10,"Adoption"
"63335",2019-05-28,2019-06-10,"Adoption"
"63336",2019-05-28,2019-07-05,"Adoption"
"63338",2019-05-28,2019-05-31,"Foster"
"63338",2019-05-28,2019-06-03,"Foster"
"63338",2019-05-28,2019-06-05,"Foster"
"63338",2019-05-28,2019-07-14,"Adoption"
"63340",2019-05-28,2019-05-31,"Foster"
"63340",2019-05-28,2019-06-13,"Adoption"
"63341",2019-05-29,2019-05-30,"Reclaimed"
"63343",2019-05-29,2019-06-04,"Adoption"
"63344",2019-05-29,2019-06-06,"Adoption"
"63345",2019-05-29,2019-06-08,"Adoption"
"63346",2019-05-29,2019-06-09,"Adoption"
"63347",2019-05-29,2019-06-07,"Adoption"
"63348",2019-05-29,2019-06-10,"Foster"
"63348",2019-05-29,2019-08-21,"Adoption"
"63348",2019-05-29,2019-09-09,"Adoption"
"63350",2019-05-29,2019-06-12,"Foster"
"63350",2019-05-29,2019-08-17,"Adoption"
"63351",2019-05-29,2019-05-29,"Transfer"
"63352",2019-05-29,2019-05-31,"Reclaimed"
"63353",2019-05-29,2019-06-14,"Foster"
"63353",2019-05-29,2019-07-05,"Adoption"
"63354",2019-05-29,2019-06-14,"Foster"
"63354",2019-05-29,2019-07-05,"Adoption"
"63355",2019-05-30,2019-05-30,"Foster"
"63355",2019-05-30,2019-08-02,"Adoption"
"63357",2019-05-30,2019-06-05,"Adoption"
"63358",2019-05-30,2019-06-06,"Adoption"
"63359",2019-05-30,2019-06-04,"Adoption"
"63360",2019-05-30,2019-06-05,"Adoption"
"63361",2019-05-30,2019-05-30,"Reclaimed"
"63365",2019-05-30,2019-06-09,"Adoption"
"63366",2019-05-30,2019-06-02,"Foster"
"63366",2019-05-30,2019-06-23,"Foster"
"63366",2019-05-30,2019-07-21,"Adoption"
"63367",2019-05-30,2019-06-02,"Foster"
"63367",2019-05-30,2019-06-23,"Foster"
"63367",2019-05-30,2019-07-19,"Adoption"
"63368",2019-05-30,2019-06-02,"Foster"
"63368",2019-05-30,2019-06-23,"Foster"
"63368",2019-05-30,2019-08-01,"Adoption"
"63369",2019-05-30,2019-06-02,"Foster"
"63369",2019-05-30,2019-06-23,"Foster"
"63369",2019-05-30,2019-07-21,"Adoption"
"63370",2019-05-30,2019-06-06,"Adoption"
"63371",2019-05-30,2019-06-28,"Adoption"
"63372",2019-05-30,2019-05-30,"Foster"
"63372",2019-05-30,2019-08-25,"Adoption"
"63373",2019-05-30,2019-05-30,"Foster"
"63373",2019-05-30,2019-09-14,"Adoption"
"63374",2019-05-30,2019-05-30,"Foster"
"63374",2019-05-30,2019-08-15,"Foster"
"63374",2019-05-30,2019-08-17,"Adoption"
"63375",2019-05-30,2019-05-30,"Foster"
"63375",2019-05-30,2019-09-12,"Adoption"
"63376",2019-05-30,2019-05-30,"Foster"
"63376",2019-05-30,2019-08-17,"Adoption"
"63377",2019-05-30,2019-05-30,"Foster"
"63377",2019-05-30,2019-08-17,"Adoption"
"63379",2019-05-30,2019-05-30,"Foster"
"63379",2019-05-30,2019-08-17,"Foster"
"63379",2019-05-30,2019-08-22,"Adoption"
"63381",2019-05-30,2019-05-30,"Foster"
"63381",2019-05-30,2019-08-02,"Adoption"
"63385",2019-05-31,2019-05-31,"Reclaimed"
"63386",2019-05-31,2019-05-31,"Reclaimed"
"63388",2019-05-31,2019-06-26,"Adoption"
"63389",2019-05-31,2019-06-07,"Adoption"
"63392",2019-05-31,2019-06-01,"Reclaimed"
"63392",2019-05-31,2019-10-07,"Reclaimed"
"63393",2019-05-31,2019-06-09,"Foster"
"63393",2019-05-31,2019-06-20,"Adoption"
"63394",2019-05-31,2019-06-09,"Foster"
"63394",2019-05-31,2019-07-05,"Adoption"
"63395",2019-05-31,2019-06-09,"Foster"
"63395",2019-05-31,2019-06-29,"Adoption"
"63396",2019-05-31,2019-06-21,"Foster"
"63396",2019-05-31,2019-07-09,"Adoption"
"63396",2019-05-31,2019-09-29,"Adoption"
"63397",2019-05-31,2019-06-01,"Foster"
"63398",2019-05-31,2019-06-01,"Foster"
"63399",2019-05-31,2019-06-08,"Adoption"
"63400",2019-05-31,2019-06-08,"Adoption"
"63401",2019-05-31,2019-06-15,"Adoption"
"63402",2019-06-01,2019-06-10,"Adoption"
"63404",2019-06-01,2019-06-12,"Adoption"
"63405",2019-06-01,2019-07-15,"Adoption"
"63406",2019-06-01,2019-06-11,"Adoption"
"63407",2019-06-01,2019-06-29,"Transfer"
"63408",2019-06-01,2019-06-07,"Adoption"
"63409",2019-06-01,2019-06-11,"Adoption"
"63410",2019-06-01,2019-06-04,"Reclaimed"
"63411",2019-06-01,2019-06-02,"Reclaimed"
"63414",2019-06-02,2019-06-03,"Reclaimed"
"63416",2019-06-03,2019-07-21,"Adoption"
"63417",2019-06-03,2019-06-03,"Adoption"
"63418",2019-06-03,2019-06-03,"Adoption"
"63419",2019-06-03,2019-06-07,"Reclaimed"
"63419",2019-06-03,2019-06-08,"Transfer"
"63420",2019-06-03,2019-06-07,"Reclaimed"
"63420",2019-06-03,2019-06-08,"Transfer"
"63421",2019-06-03,2019-06-04,"Reclaimed"
"63423",2019-06-03,2019-06-29,"Adoption"
"63424",2019-06-03,2019-06-29,"Adoption"
"63425",2019-06-03,2019-06-23,"Adoption"
"63426",2019-06-03,2019-06-04,"Foster"
"63426",2019-06-03,2019-07-30,"Adoption"
"63427",2019-06-03,2019-06-19,"Adoption"
"63428",2019-06-03,2019-06-21,"Adoption"
"63429",2019-06-03,2019-07-01,"Adoption"
"63430",2019-06-04,2019-06-18,"Transfer"
"63431",2019-06-04,2019-06-04,"Reclaimed"
"63432",2019-06-04,2019-07-25,"Transfer"
"63433",2019-06-04,2019-06-04,"Reclaimed"
"63434",2019-06-04,2019-06-08,"Adoption"
"63438",2019-06-04,2019-06-08,"Adoption"
"63438",2019-06-04,2020-01-17,"Adoption"
"63439",2019-06-04,2019-07-01,"Adoption"
"63439",2019-06-04,2019-07-23,"Adoption"
"63442",2019-06-03,2019-06-04,"Foster"
"63442",2019-06-03,2019-07-30,"Foster"
"63442",2019-06-03,2019-08-10,"Adoption"
"63443",2019-06-03,2019-06-04,"Foster"
"63443",2019-06-03,2019-07-30,"Foster"
"63443",2019-06-03,2019-08-06,"Adoption"
"63444",2019-06-04,2019-06-05,"Reclaimed"
"63445",2019-06-05,2019-06-05,"Reclaimed"
"63446",2019-06-05,2019-06-10,"Foster"
"63446",2019-06-05,2019-08-20,"Foster"
"63446",2019-06-05,2019-09-22,"Adoption"
"63447",2019-06-05,2019-06-10,"Foster"
"63447",2019-06-05,2019-08-20,"Adoption"
"63448",2019-06-05,2019-06-10,"Foster"
"63448",2019-06-05,2019-08-21,"Adoption"
"63449",2019-06-05,2019-06-08,"Foster"
"63449",2019-06-05,2019-09-11,"Foster"
"63449",2019-06-05,2019-11-01,"Adoption"
"63450",2019-06-05,2019-06-09,"Adoption"
"63456",2019-06-06,2019-06-14,"Foster"
"63456",2019-06-06,2019-07-26,"Foster"
"63456",2019-06-06,2019-08-02,"Adoption"
"63457",2019-06-06,2019-06-14,"Foster"
"63457",2019-06-06,2019-07-26,"Foster"
"63457",2019-06-06,2019-08-13,"Adoption"
"63458",2019-06-06,2019-06-14,"Foster"
"63459",2019-06-06,2019-06-14,"Foster"
"63459",2019-06-06,2019-07-26,"Adoption"
"63460",2019-06-06,2019-06-14,"Foster"
"63460",2019-06-06,2019-07-26,"Foster"
"63460",2019-06-06,2019-08-09,"Adoption"
"63461",2019-06-06,2019-06-11,"Foster"
"63461",2019-06-06,2019-07-21,"Adoption"
"63462",2019-06-06,2019-06-25,"Foster"
"63462",2019-06-06,2019-07-30,"Adoption"
"63462",2019-06-06,2019-08-08,"Adoption"
"63463",2019-06-06,2019-06-25,"Foster"
"63463",2019-06-06,2019-07-30,"Adoption"
"63464",2019-06-06,2019-06-14,"Foster"
"63464",2019-06-06,2019-07-26,"Foster"
"63464",2019-06-06,2019-08-17,"Adoption"
"63465",2019-06-06,2019-06-11,"Foster"
"63465",2019-06-06,2019-07-15,"Adoption"
"63466",2019-06-06,2019-06-14,"Foster"
"63466",2019-06-06,2019-07-10,"Adoption"
"63467",2019-06-06,2019-06-11,"Foster"
"63467",2019-06-06,2019-07-13,"Adoption"
"63468",2019-06-06,2019-06-25,"Foster"
"63468",2019-06-06,2019-07-29,"Adoption"
"63469",2019-06-06,2019-06-25,"Foster"
"63469",2019-06-06,2019-07-30,"Adoption"
"63470",2019-06-06,2019-06-14,"Foster"
"63470",2019-06-06,2019-07-09,"Adoption"
"63470",2019-06-06,2019-10-05,"Adoption"
"63471",2019-06-06,2019-06-14,"Foster"
"63471",2019-06-06,2019-07-12,"Adoption"
"63473",2019-06-06,2019-06-07,"Reclaimed"
"63474",2019-06-07,2019-07-06,"Adoption"
"63478",2019-06-07,2019-07-06,"Adoption"
"63478",2019-06-07,2019-07-29,"Adoption"
"63479",2019-06-07,2019-06-25,"Adoption"
"63482",2019-06-08,2019-06-14,"Foster"
"63482",2019-06-08,2019-07-09,"Adoption"
"63483",2019-06-08,2019-06-12,"Adoption"
"63484",2019-06-08,2019-06-13,"Adoption"
"63485",2019-06-08,2019-06-13,"Adoption"
"63486",2019-06-08,2019-06-12,"Adoption"
"63487",2019-06-08,2019-08-01,"Foster"
"63487",2019-06-08,2019-08-10,"Foster"
"63487",2019-06-08,2020-02-03,"Adoption"
"63489",2019-06-08,2019-06-08,"Adoption"
"63490",2019-06-08,2019-06-20,"Adoption"
"63491",2019-06-08,2019-06-14,"Foster"
"63491",2019-06-08,2019-07-23,"Adoption"
"63492",2019-06-08,2019-06-27,"Adoption"
"63493",2019-06-08,2019-06-21,"Foster"
"63493",2019-06-08,2019-07-06,"Adoption"
"63494",2019-06-08,2019-06-14,"Foster"
"63494",2019-06-08,2019-07-19,"Adoption"
"63495",2019-06-08,2019-06-14,"Foster"
"63495",2019-06-08,2019-07-25,"Adoption"
"63496",2019-06-08,2019-06-14,"Foster"
"63496",2019-06-08,2019-07-19,"Adoption"
"63497",2019-06-08,2019-06-14,"Foster"
"63497",2019-06-08,2019-07-20,"Adoption"
"63498",2019-06-08,2019-07-01,"Adoption"
"63499",2019-06-08,2019-06-18,"Adoption"
"63500",2019-06-08,2019-06-21,"Foster"
"63500",2019-06-08,2019-07-14,"Adoption"
"63501",2019-06-08,2019-06-25,"Adoption"
"63502",2019-06-08,2019-06-21,"Foster"
"63502",2019-06-08,2019-07-06,"Adoption"
"63503",2019-06-08,2019-06-30,"Adoption"
"63504",2019-06-08,2019-06-14,"Foster"
"63504",2019-06-08,2019-07-18,"Adoption"
"63505",2019-06-08,2019-06-22,"Adoption"
"63506",2019-06-08,2019-06-09,"Reclaimed"
"63507",2019-06-09,2019-08-03,"Adoption"
"63509",2019-06-10,2019-06-20,"Adoption"
"63510",2019-06-10,2019-06-11,"Foster"
"63510",2019-06-10,2019-06-25,"Foster"
"63510",2019-06-10,2019-08-02,"Adoption"
"63511",2019-06-10,2019-06-11,"Foster"
"63511",2019-06-10,2019-06-25,"Foster"
"63511",2019-06-10,2019-08-06,"Adoption"
"63512",2019-06-10,2019-06-18,"Transfer"
"63514",2019-06-10,2019-06-17,"Adoption"
"63515",2019-06-10,2019-06-25,"Stolen"
"63516",2019-06-10,2019-06-15,"Adoption"
"63517",2019-06-10,2019-06-19,"Adoption"
"63518",2019-06-10,2019-06-22,"Adoption"
"63519",2019-06-11,2019-06-12,"Adoption"
"63519",2019-06-11,2019-06-12,"Reclaimed"
"63520",2019-06-11,2019-06-12,"Adoption"
"63520",2019-06-11,2019-06-12,"Reclaimed"
"63521",2019-06-11,2019-06-21,"Adoption"
"63522",2019-06-11,2019-06-29,"Adoption"
"63523",2019-06-11,2019-07-06,"Adoption"
"63524",2019-06-11,2019-06-24,"Adoption"
"63525",2019-06-11,2019-07-13,"Transfer"
"63527",2019-06-12,2019-06-16,"Adoption"
"63528",2019-06-12,2019-06-16,"Adoption"
"63529",2019-06-12,2019-06-18,"Reclaimed"
"63530",2019-06-12,2019-07-01,"Adoption"
"63531",2019-06-12,2019-06-28,"Adoption"
"63533",2019-06-12,2019-07-01,"Adoption"
"63534",2019-06-12,2019-06-28,"Adoption"
"63536",2019-06-12,2019-06-18,"Adoption"
"63536",2019-06-12,2019-09-03,"Reclaimed"
"63537",2019-06-12,2019-06-21,"Adoption"
"63538",2019-06-13,2019-06-19,"Foster"
"63538",2019-06-13,2019-08-16,"Adoption"
"63539",2019-06-13,2019-06-19,"Foster"
"63539",2019-06-13,2019-08-14,"Adoption"
"63540",2019-06-13,2019-06-19,"Foster"
"63541",2019-06-13,2019-06-19,"Foster"
"63541",2019-06-13,2019-08-14,"Adoption"
"63542",2019-06-13,2019-06-14,"Foster"
"63542",2019-06-13,2019-07-16,"Foster"
"63542",2019-06-13,2019-08-02,"Adoption"
"63543",2019-06-13,2019-06-14,"Foster"
"63543",2019-06-13,2019-08-02,"Adoption"
"63544",2019-06-13,2019-06-14,"Foster"
"63544",2019-06-13,2019-07-16,"Foster"
"63544",2019-06-13,2019-08-09,"Adoption"
"63545",2019-06-13,2019-06-14,"Foster"
"63545",2019-06-13,2019-08-13,"Adoption"
"63546",2019-06-13,2019-06-14,"Foster"
"63547",2019-06-13,2019-06-14,"Foster"
"63547",2019-06-13,2019-07-30,"Foster"
"63547",2019-06-13,2019-08-31,"Adoption"
"63549",2019-06-13,2019-06-26,"Adoption"
"63550",2019-06-13,2019-08-17,"Adoption"
"63552",2019-06-13,2019-07-06,"Adoption"
"63554",2019-06-14,2019-07-02,"Adoption"
"63555",2019-06-14,2019-06-21,"Foster"
"63555",2019-06-14,2019-07-09,"Adoption"
"63556",2019-06-14,2019-06-28,"Adoption"
"63557",2019-06-14,2019-06-25,"Foster"
"63557",2019-06-14,2019-08-09,"Adoption"
"63559",2019-06-14,2019-06-19,"Adoption"
"63560",2019-06-14,2019-06-26,"Adoption"
"63561",2019-06-14,2019-07-05,"Adoption"
"63563",2019-06-14,2019-06-18,"Foster"
"63564",2019-06-14,2019-06-18,"Foster"
"63565",2019-06-14,2019-06-27,"Adoption"
"63566",2019-06-14,2019-06-29,"Adoption"
"63567",2019-06-14,2019-06-29,"Adoption"
"63570",2019-06-15,2019-07-29,"Adoption"
"63571",2019-06-15,2019-06-26,"Adoption"
"63572",2019-06-15,2019-08-17,"Adoption"
"63573",2019-06-15,2019-06-29,"Transfer"
"63578",2019-06-16,2019-06-17,"Reclaimed"
"63579",2019-06-16,2019-06-19,"Foster"
"63579",2019-06-16,2019-07-25,"Adoption"
"63580",2019-06-16,2019-06-23,"Reclaimed"
"63581",2019-06-16,2019-06-18,"Reclaimed"
"63585",2019-06-17,2019-06-29,"Adoption"
"63586",2019-06-17,2019-06-18,"Reclaimed"
"63587",2019-06-17,2019-06-20,"Foster"
"63587",2019-06-17,2019-06-25,"Foster"
"63587",2019-06-17,2019-09-25,"Foster"
"63587",2019-06-17,2019-10-15,"Adoption"
"63588",2019-06-17,2019-08-02,"Adoption"
"63590",2019-06-17,2019-07-02,"Adoption"
"63591",2019-06-17,2019-07-07,"Adoption"
"63593",2019-06-17,2019-06-28,"Foster"
"63593",2019-06-17,2020-02-02,"Adoption"
"63594",2019-06-17,2019-06-18,"Reclaimed"
"63596",2019-06-17,2019-07-01,"Adoption"
"63600",2019-06-19,2019-07-02,"Adoption"
"63601",2019-06-19,2019-07-08,"Adoption"
"63601",2019-06-19,2019-08-13,"Adoption"
"63602",2019-06-19,2019-07-03,"Foster"
"63602",2019-06-19,2019-07-17,"Foster"
"63602",2019-06-19,2019-07-23,"Adoption"
"63602",2019-06-19,2020-01-06,"Adoption"
"63607",2019-06-19,2019-07-05,"Adoption"
"63608",2019-06-19,2019-06-29,"Adoption"
"63609",2019-06-19,2019-06-30,"Adoption"
"63610",2019-06-19,2019-06-28,"Adoption"
"63610",2019-06-19,2019-10-01,"Adoption"
"63621",2019-06-20,2019-06-22,"Foster"
"63621",2019-06-20,2019-06-23,"Foster"
"63621",2019-06-20,2019-07-13,"Adoption"
"63623",2019-06-20,2019-06-24,"Foster"
"63623",2019-06-20,2019-07-20,"Adoption"
"63624",2019-06-20,2019-06-24,"Foster"
"63624",2019-06-20,2019-07-20,"Adoption"
"63624",2019-06-20,2019-08-08,"Adoption"
"63625",2019-06-20,2019-06-24,"Foster"
"63625",2019-06-20,2019-07-20,"Adoption"
"63626",2019-06-20,2019-07-05,"Foster"
"63626",2019-06-20,2019-07-11,"Adoption"
"63627",2019-06-20,2019-06-27,"Adoption"
"63628",2019-06-20,2019-07-05,"Adoption"
"63628",2019-06-20,2019-08-17,"Adoption"
"63629",2019-06-20,2019-06-26,"Adoption"
"63631",2019-06-20,2019-06-22,"Foster"
"63631",2019-06-20,2019-08-31,"Adoption"
"63632",2019-06-20,2019-06-22,"Foster"
"63632",2019-06-20,2019-08-30,"Adoption"
"63633",2019-06-20,2019-06-22,"Foster"
"63633",2019-06-20,2019-08-30,"Adoption"
"63634",2019-06-20,2019-06-22,"Foster"
"63634",2019-06-20,2019-09-03,"Adoption"
"63635",2019-06-20,2019-06-21,"Foster"
"63635",2019-06-20,2019-07-12,"Adoption"
"63636",2019-06-20,2019-06-29,"Adoption"
"63637",2019-06-20,2019-06-20,"Reclaimed"
"63638",2019-06-21,2019-06-24,"Reclaimed"
"63639",2019-06-21,2019-07-03,"Adoption"
"63640",2019-06-21,2019-07-06,"Adoption"
"63641",2019-06-21,2019-06-21,"Transfer"
"63643",2019-06-21,2019-07-30,"Foster"
"63643",2019-06-21,2019-08-09,"Adoption"
"63645",2019-06-21,2019-07-27,"Adoption"
"63647",2019-06-21,2019-06-21,"Reclaimed"
"63649",2019-06-21,2019-07-05,"Adoption"
"63650",2019-06-21,2019-07-05,"Adoption"
"63652",2019-06-21,2019-06-21,"Reclaimed"
"63653",2019-06-21,2019-06-21,"Reclaimed"
"63654",2019-06-21,2019-06-21,"Reclaimed"
"63655",2019-06-22,2019-07-02,"Adoption"
"63656",2019-06-22,2019-07-19,"Adoption"
"63658",2019-06-22,2019-07-05,"Adoption"
"63659",2019-06-22,2019-07-05,"Adoption"
"63660",2019-06-23,2019-06-26,"Foster"
"63660",2019-06-23,2019-07-19,"Adoption"
"63661",2019-06-23,2019-06-23,"Reclaimed"
"63662",2019-06-24,2019-06-29,"Transfer"
"63664",2019-06-24,2019-06-25,"Foster"
"63664",2019-06-24,2019-06-27,"Foster"
"63665",2019-06-24,2019-06-25,"Foster"
"63665",2019-06-24,2019-06-27,"Foster"
"63665",2019-06-24,2019-08-25,"Adoption"
"63665",2019-06-24,2019-09-19,"Adoption"
"63666",2019-06-24,2019-07-01,"Adoption"
"63667",2019-06-24,2019-06-24,"Reclaimed"
"63671",2019-06-24,2019-08-02,"Adoption"
"63674",2019-06-24,2019-06-26,"Released To Wild"
"63675",2019-06-24,2019-07-30,"Adoption"
"63676",2019-06-24,2019-06-26,"Released To Wild"
"63677",2019-06-24,2019-07-31,"Adoption"
"63678",2019-06-24,2019-06-27,"Released To Wild"
"63679",2019-06-24,2019-06-25,"Foster"
"63679",2019-06-24,2019-08-09,"Foster"
"63679",2019-06-24,2019-08-22,"Adoption"
"63680",2019-06-24,2019-06-25,"Foster"
"63680",2019-06-24,2019-08-09,"Foster"
"63680",2019-06-24,2019-08-23,"Adoption"
"63681",2019-06-24,2019-06-25,"Foster"
"63682",2019-06-24,2019-06-25,"Foster"
"63682",2019-06-24,2019-08-10,"Foster"
"63682",2019-06-24,2019-08-17,"Adoption"
"63683",2019-06-24,2019-06-25,"Foster"
"63683",2019-06-24,2019-08-02,"Adoption"
"63684",2019-06-24,2019-06-25,"Foster"
"63684",2019-06-24,2019-09-06,"Adoption"
"63685",2019-06-24,2019-06-25,"Foster"
"63685",2019-06-24,2019-08-09,"Foster"
"63685",2019-06-24,2019-08-22,"Adoption"
"63686",2019-06-24,2019-06-26,"Transfer"
"63688",2019-06-24,2019-07-03,"Adoption"
"63689",2019-06-24,2019-07-10,"Adoption"
"63690",2019-06-24,2019-06-25,"Foster"
"63691",2019-06-24,2019-06-25,"Foster"
"63692",2019-06-25,2019-08-17,"Adoption"
"63692",2019-06-25,2019-11-26,"Adoption"
"63693",2019-06-25,2019-07-08,"Foster"
"63693",2019-06-25,2019-08-02,"Adoption"
"63694",2019-06-25,2019-07-25,"Adoption"
"63697",2019-06-25,2019-07-10,"Transfer"
"63698",2019-06-25,2019-07-25,"Adoption"
"63698",2019-06-25,2019-08-01,"Adoption"
"63699",2019-06-25,2019-08-16,"Adoption"
"63700",2019-06-25,2019-07-30,"Foster"
"63700",2019-06-25,2019-09-06,"Adoption"
"63700",2019-06-25,2019-10-06,"Adoption"
"63701",2019-06-25,2019-07-19,"Adoption"
"63702",2019-06-25,2019-07-11,"Adoption"
"63703",2019-06-25,2019-07-08,"Foster"
"63703",2019-06-25,2019-08-02,"Adoption"
"63704",2019-06-25,2019-07-08,"Foster"
"63704",2019-06-25,2019-08-02,"Adoption"
"63705",2019-06-25,2019-07-08,"Foster"
"63705",2019-06-25,2019-08-01,"Adoption"
"63707",2019-06-25,2019-07-30,"Foster"
"63707",2019-06-25,2019-09-06,"Adoption"
"63708",2019-06-25,2019-07-30,"Foster"
"63708",2019-06-25,2019-08-28,"Adoption"
"63709",2019-06-25,2019-07-05,"Adoption"
"63710",2019-06-25,2019-07-09,"Adoption"
"63711",2019-06-25,2019-06-28,"Adoption"
"63712",2019-06-25,2019-06-29,"Adoption"
"63713",2019-06-25,2019-06-29,"Adoption"
"63714",2019-06-25,2019-07-02,"Adoption"
"63715",2019-06-25,2019-06-29,"Foster"
"63715",2019-06-25,2019-08-09,"Adoption"
"63716",2019-06-25,2019-06-29,"Foster"
"63716",2019-06-25,2019-08-10,"Adoption"
"63717",2019-06-25,2019-06-29,"Foster"
"63717",2019-06-25,2019-08-10,"Adoption"
"63718",2019-06-25,2019-08-17,"Adoption"
"63719",2019-06-25,2019-08-20,"Adoption"
"63720",2019-06-26,2019-07-12,"Adoption"
"63721",2019-06-26,2019-06-26,"Foster"
"63721",2019-06-26,2019-07-06,"Foster"
"63721",2019-06-26,2019-07-31,"Adoption"
"63723",2019-06-26,2019-07-21,"Adoption"
"63724",2019-06-26,2019-06-29,"Foster"
"63724",2019-06-26,2019-07-13,"Adoption"
"63725",2019-06-26,2019-06-29,"Foster"
"63725",2019-06-26,2019-07-17,"Adoption"
"63726",2019-06-26,2019-06-29,"Foster"
"63726",2019-06-26,2019-07-05,"Adoption"
"63727",2019-06-26,2019-07-05,"Foster"
"63727",2019-06-26,2019-09-27,"Adoption"
"63728",2019-06-26,2019-06-29,"Transfer"
"63729",2019-06-26,2019-07-05,"Foster"
"63729",2019-06-26,2019-08-11,"Adoption"
"63730",2019-06-26,2019-07-05,"Foster"
"63730",2019-06-26,2019-08-11,"Adoption"
"63731",2019-06-26,2019-07-05,"Foster"
"63731",2019-06-26,2019-08-13,"Adoption"
"63732",2019-06-26,2019-07-05,"Foster"
"63732",2019-06-26,2019-08-07,"Adoption"
"63733",2019-06-26,2019-07-16,"Adoption"
"63734",2019-06-26,2019-07-08,"Adoption"
"63735",2019-06-26,2019-07-19,"Adoption"
"63736",2019-06-26,2019-07-06,"Adoption"
"63737",2019-06-26,2019-06-29,"Foster"
"63737",2019-06-26,2019-07-16,"Adoption"
"63737",2019-06-26,2019-07-19,"Adoption"
"63738",2019-06-26,2019-06-27,"Reclaimed"
"63739",2019-06-26,2019-06-29,"Foster"
"63739",2019-06-26,2019-07-14,"Adoption"
"63741",2019-06-27,2019-06-27,"Foster"
"63741",2019-06-27,2019-07-13,"Foster"
"63741",2019-06-27,2019-07-17,"Foster"
"63742",2019-06-27,2019-06-27,"Foster"
"63742",2019-06-27,2019-07-13,"Foster"
"63742",2019-06-27,2019-07-17,"Foster"
"63742",2019-06-27,2019-07-23,"Foster"
"63742",2019-06-27,2019-08-26,"Adoption"
"63743",2019-06-27,2019-06-27,"Foster"
"63743",2019-06-27,2019-07-13,"Foster"
"63743",2019-06-27,2019-07-17,"Foster"
"63743",2019-06-27,2019-07-23,"Foster"
"63743",2019-06-27,2019-08-26,"Adoption"
"63744",2019-06-27,2019-06-27,"Foster"
"63744",2019-06-27,2019-08-26,"Adoption"
"63745",2019-06-27,2019-06-27,"Foster"
"63745",2019-06-27,2019-09-05,"Adoption"
"63746",2019-06-27,2019-06-27,"Foster"
"63746",2019-06-27,2019-09-04,"Adoption"
"63747",2019-06-27,2019-07-05,"Adoption"
"63748",2019-06-27,2019-07-15,"Foster"
"63748",2019-06-27,2019-08-13,"Adoption"
"63749",2019-06-27,2019-07-15,"Foster"
"63749",2019-06-27,2019-08-09,"Adoption"
"63750",2019-06-27,2019-07-15,"Foster"
"63750",2019-06-27,2019-08-02,"Adoption"
"63751",2019-06-27,2019-07-15,"Foster"
"63751",2019-06-27,2019-08-02,"Adoption"
"63752",2019-06-27,2019-07-15,"Foster"
"63752",2019-06-27,2019-08-02,"Adoption"
"63755",2019-06-27,2019-06-27,"Reclaimed"
"63756",2019-06-28,2019-07-01,"Reclaimed"
"63757",2019-06-28,2019-07-06,"Reclaimed"
"63758",2019-06-28,2019-07-10,"Transfer"
"63759",2019-06-28,2019-06-28,"Foster"
"63760",2019-06-28,2019-07-26,"Foster"
"63760",2019-06-28,2019-09-03,"Adoption"
"63761",2019-06-28,2019-07-26,"Foster"
"63761",2019-06-28,2019-08-30,"Adoption"
"63762",2019-06-28,2019-07-26,"Foster"
"63762",2019-06-28,2019-08-10,"Adoption"
"63763",2019-06-28,2019-08-17,"Adoption"
"63764",2019-06-28,2019-07-26,"Foster"
"63764",2019-06-28,2019-08-17,"Adoption"
"63765",2019-06-28,2019-07-26,"Foster"
"63765",2019-06-28,2019-08-17,"Adoption"
"63766",2019-06-28,2019-08-17,"Adoption"
"63767",2019-06-28,2019-07-26,"Foster"
"63767",2019-06-28,2019-08-31,"Adoption"
"63768",2019-06-28,2019-07-26,"Foster"
"63768",2019-06-28,2019-09-10,"Adoption"
"63769",2019-06-28,2019-07-26,"Foster"
"63769",2019-06-28,2019-08-10,"Adoption"
"63770",2019-06-28,2019-07-26,"Foster"
"63770",2019-06-28,2019-08-30,"Adoption"
"63776",2019-06-28,2019-07-05,"Transfer"
"63778",2019-06-28,2019-07-08,"Adoption"
"63779",2019-06-28,2019-08-17,"Adoption"
"63780",2019-06-28,2019-07-25,"Transfer"
"63782",2019-06-29,2019-07-09,"Adoption"
"63783",2019-06-29,2019-07-10,"Transfer"
"63784",2019-06-29,2019-06-29,"Reclaimed"
